state,county,1000+ Corn Growers,1000+ Hogs,1000+ Rice Growers,1000+ Wheat Growers,Corn Acres,Farms with Grain Storage,Rice Acres,Wheat Acres
TENNESSEE,PUTNAM,0,0,0,0,1059,16,0,0
SOUTH CAROLINA,GEORGETOWN,0,0,0,0,1063,13,0,0
TENNESSEE,FENTRESS,0,0,0,0,1073,16,0,0
MISSISSIPPI,LAFAYETTE,0,0,0,0,1077,8,0,0
GEORGIA,MONTGOMERY,0,0,0,0,1085,36,0,0
LOUISIANA,TANGIPAHOA,0,0,0,0,1103,6,0,0
MICHIGAN,BENZIE,0,0,0,0,1103,14,0,0
NEVADA,CHURCHILL,0,0,0,0,1122,15,0,0
WEST VIRGINIA,MINERAL,0,0,0,0,1129,19,0,0
TENNESSEE,GRAINGER,0,0,0,0,1134,27,0,0
TEXAS,KLEBERG,0,0,0,0,1140,5,0,0
TENNESSEE,CHEATHAM,0,0,0,0,1147,9,0,0
PENNSYLVANIA,SUSQUEHANNA,0,0,0,0,1149,32,0,0
WISCONSIN,FOREST,0,0,0,0,1158,13,0,0
ALABAMA,DALE,0,0,0,0,1165,34,0,0
MASSACHUSETTS,HAMPSHIRE,0,1,0,0,1172,11,0,0
GEORGIA,DODGE,0,0,0,0,1217,41,0,0
TEXAS,BOWIE,0,0,0,0,1220,28,0,0
FLORIDA,LEON,0,0,0,0,1234,11,0,0
VIRGINIA,NELSON,0,0,0,0,1247,8,0,0
MISSOURI,PULASKI,0,6,0,0,1252,10,0,0
MISSISSIPPI,UNION,0,0,0,0,1263,23,0,0
ALABAMA,FAYETTE,0,0,0,0,1273,10,0,0
GEORGIA,JENKINS,0,0,0,0,1273,15,0,0
GEORGIA,BLECKLEY,0,0,0,0,1276,22,0,0
MISSISSIPPI,ITAWAMBA,0,0,0,0,1285,14,0,0
MISSISSIPPI,TIPPAH,0,0,0,0,1296,41,0,0
GEORGIA,BACON,0,0,0,0,1310,22,0,0
ALABAMA,AUTAUGA,0,0,0,0,1319,26,0,0
GEORGIA,BARTOW,0,0,0,0,1367,6,0,0
KENTUCKY,CLINTON,0,0,0,0,1383,17,0,0
VIRGINIA,BUCKINGHAM,0,6,0,0,1399,23,0,0
VIRGINIA,STAFFORD,0,0,0,0,1420,11,0,0
NEW JERSEY,MIDDLESEX,0,0,0,0,1428,20,0,0
GEORGIA,WARE,0,0,0,0,1446,38,0,0
ALABAMA,CRENSHAW,0,0,0,0,1455,30,0,0
ALABAMA,WILCOX,0,0,0,0,1470,7,0,0
MINNESOTA,ITASCA,0,0,0,0,1483,43,0,0
ARKANSAS,JOHNSON,0,0,0,0,1522,3,0,0
ILLINOIS,HARDIN,0,0,0,0,1536,8,0,0
KENTUCKY,ROCKCASTLE,0,0,0,0,1542,38,0,0
KENTUCKY,BOONE,0,0,0,0,1543,32,0,0
FLORIDA,HOLMES,0,0,0,0,1567,30,0,0
FLORIDA,ST. JOHNS,0,0,0,0,1575,2,0,0
GEORGIA,STEWART,0,0,0,0,1576,2,0,0
INDIANA,OHIO,0,0,0,0,1581,8,0,0
NORTH CAROLINA,HENDERSON,0,0,0,0,1608,9,0,0
MISSISSIPPI,JEFFERSON,0,0,0,0,1620,3,0,0
GEORGIA,MURRAY,0,0,0,0,1630,17,0,0
ALABAMA,WINSTON,0,0,0,0,1645,4,0,0
FLORIDA,GILCHRIST,0,0,0,0,1656,5,0,0
PENNSYLVANIA,SULLIVAN,0,0,0,0,1678,17,0,0
KENTUCKY,POWELL,0,0,0,0,1709,8,0,0
VIRGINIA,HENRICO,0,0,0,0,1709,9,0,0
WISCONSIN,ASHLAND,0,0,0,0,1796,21,0,0
MISSISSIPPI,WAYNE,0,0,0,0,1836,7,0,0
INDIANA,BROWN,0,0,0,0,1848,6,0,0
LOUISIANA,EAST FELICIANA,0,0,0,0,1849,7,0,0
KENTUCKY,MADISON,0,0,0,0,1881,44,0,0
LOUISIANA,GRANT,0,0,0,0,1901,7,0,0
KENTUCKY,OLDHAM,0,0,0,0,1919,24,0,0
WEST VIRGINIA,PENDLETON,0,0,0,0,1923,28,0,0
TEXAS,DALLAS,0,0,0,0,1926,5,0,0
OHIO,JEFFERSON,0,0,0,0,1937,47,0,0
GEORGIA,CLAY,0,1,0,0,2025,12,0,0
MISSISSIPPI,WEBSTER,0,0,0,0,2075,9,0,0
GEORGIA,BEN HILL,0,0,0,0,2095,17,0,0
GEORGIA,TWIGGS,0,0,0,0,2133,13,0,0
PENNSYLVANIA,LACKAWANNA,0,0,0,0,2145,12,0,0
KENTUCKY,CLARK,0,0,0,0,2149,23,0,0
WYOMING,FREMONT,0,0,0,0,2149,142,0,0
UTAH,DUCHESNE,0,0,0,0,2182,79,0,0
ARKANSAS,SEBASTIAN,0,0,0,0,2183,3,0,0
GEORGIA,EVANS,0,0,0,0,2184,21,0,0
TENNESSEE,PERRY,0,0,0,0,2186,10,0,0
ALABAMA,BULLOCK,0,0,0,0,2188,17,0,0
GEORGIA,CARROLL,0,0,0,0,2213,4,0,0
WYOMING,WASHAKIE,0,0,0,0,2213,39,0,0
TENNESSEE,HARDIN,0,0,0,0,2232,74,0,0
MISSISSIPPI,MONTGOMERY,0,1,0,0,2244,23,0,0
OHIO,HAMILTON,0,0,0,0,2285,10,0,0
CONNECTICUT,HARTFORD,0,0,0,0,2291,19,0,0
GEORGIA,CHATTOOGA,0,0,0,0,2295,9,0,0
NEW YORK,DELAWARE,0,0,0,0,2308,24,0,0
KENTUCKY,GREENUP,0,0,0,0,2369,22,0,0
TENNESSEE,CLAY,0,0,0,0,2371,24,0,0
KENTUCKY,TRIMBLE,0,0,0,0,2372,26,0,0
TENNESSEE,POLK,0,0,0,0,2372,20,0,0
MAINE,OXFORD,0,0,0,0,2380,3,0,0
LOUISIANA,SAINT TAMMANY,0,0,0,0,2400,2,0,0
KENTUCKY,JESSAMINE,0,0,0,0,2425,26,0,0
GEORGIA,JEFF DAVIS,0,0,0,0,2454,32,0,0
GEORGIA,GORDON,0,0,0,0,2549,24,0,0
FLORIDA,ESCAMBIA,0,0,0,0,2597,19,0,0
NORTH CAROLINA,RICHMOND,0,7,0,0,2653,13,0,0
TEXAS,GOLIAD,0,0,0,0,2735,16,0,0
ALABAMA,COFFEE,0,0,0,0,2763,91,0,0
ALABAMA,COVINGTON,0,0,0,0,2795,26,0,0
TENNESSEE,HUMPHREYS,0,0,0,0,2808,36,0,0
VIRGINIA,GRAYSON,0,0,0,0,2860,6,0,0
TENNESSEE,JEFFERSON,0,0,0,0,2910,29,0,0
TENNESSEE,DE KALB,0,0,0,0,2927,17,0,0
GEORGIA,ATKINSON,0,0,0,0,2997,35,0,0
MISSISSIPPI,GRENADA,0,0,0,0,3311,3,0,0
NEW YORK,RENSSELAER,0,0,0,0,3340,34,0,0
KENTUCKY,SPENCER,0,0,0,0,3432,32,0,0
MISSISSIPPI,CLARKE,0,0,0,0,3463,5,0,0
ALABAMA,TALLAPOOSA,0,0,0,0,3504,6,0,0
SOUTH CAROLINA,LEXINGTON,0,0,0,0,3520,46,0,0
MISSISSIPPI,ALCORN,0,0,0,0,3574,23,0,0
KENTUCKY,FLEMING,0,0,0,0,3600,74,0,0
NEW YORK,SCHOHARIE,0,0,0,0,3640,28,0,0
GEORGIA,LANIER,0,0,0,0,3662,9,0,0
OHIO,ATHENS,0,0,0,0,3731,29,0,0
MINNESOTA,ANOKA,0,0,0,0,3750,51,0,0
GEORGIA,GRADY,0,0,0,0,3860,69,0,0
TENNESSEE,HICKMAN,0,0,0,0,3884,37,0,0
LOUISIANA,WASHINGTON,0,0,0,0,3919,8,0,0
TENNESSEE,DECATUR,0,0,0,0,3954,21,0,0
ALABAMA,PIKE,0,0,0,0,3968,38,0,0
ILLINOIS,POPE,0,0,0,0,3998,45,0,0
OHIO,GALLIA,0,0,0,0,4012,45,0,0
MISSOURI,HICKORY,0,0,0,0,4180,21,0,0
MISSISSIPPI,PRENTISS,0,0,0,0,4218,22,0,0
ARIZONA,GRAHAM,0,0,0,0,4238,7,0,0
ALABAMA,HOUSTON,0,0,0,0,4249,58,0,0
PENNSYLVANIA,CLEARFIELD,0,1,0,0,4328,92,0,0
WISCONSIN,SAWYER,0,0,0,0,4344,17,0,0
KENTUCKY,LYON,0,0,0,0,4355,17,0,0
FLORIDA,ALACHUA,0,0,0,0,4371,21,0,0
TEXAS,GONZALES,0,0,0,0,4461,15,0,0
COLORADO,MONTROSE,0,0,0,0,4587,135,0,0
VIRGINIA,LOUISA,0,0,0,0,4607,35,0,0
SOUTH CAROLINA,COLLETON,0,0,0,0,4626,60,0,0
NEW YORK,BROOME,0,0,0,0,4723,6,0,0
NEW YORK,OSWEGO,0,0,0,0,4733,36,0,0
WEST VIRGINIA,HARDY,0,0,0,0,4778,44,0,0
NEW JERSEY,SUSSEX,0,0,0,0,4788,22,0,0
PENNSYLVANIA,VENANGO,0,0,0,0,4814,77,0,0
TENNESSEE,MARSHALL,0,0,0,0,4962,42,0,0
NEW YORK,SARATOGA,0,0,0,0,5032,28,0,0
GEORGIA,WAYNE,0,0,0,0,5241,32,0,0
KENTUCKY,HANCOCK,0,0,0,0,5341,22,0,0
TENNESSEE,WILLIAMSON,0,0,0,0,5349,36,0,0
TEXAS,REFUGIO,0,0,0,0,5487,4,0,0
TEXAS,FAYETTE,0,0,0,0,5535,39,0,0
NEBRASKA,LOGAN,0,0,0,0,5541,31,0,0
VERMONT,FRANKLIN,0,0,0,0,5904,34,0,0
ALABAMA,TALLADEGA,0,0,0,0,5988,23,0,0
MICHIGAN,WEXFORD,0,0,0,0,6137,26,0,0
NEW YORK,CHEMUNG,0,0,0,0,6157,23,0,0
NEBRASKA,ARTHUR,0,3,0,0,6158,23,0,0
TEXAS,STARR,0,0,0,0,6199,8,0,0
TEXAS,BEE,0,0,0,0,6315,7,0,0
SOUTH CAROLINA,HAMPTON,0,0,0,0,6674,40,0,0
GEORGIA,FLOYD,0,0,0,0,6774,12,0,0
FLORIDA,LEE,0,0,0,0,6936,0,0,0
MICHIGAN,MENOMINEE,0,0,0,0,7008,57,0,0
ALABAMA,LOWNDES,0,0,0,0,7331,13,0,0
FLORIDA,JACKSON,0,0,0,0,7383,76,0,0
FLORIDA,MADISON,0,0,0,0,7630,32,0,0
FLORIDA,LAFAYETTE,0,0,0,0,7736,7,0,0
INDIANA,SWITZERLAND,0,0,0,0,7809,20,0,0
GEORGIA,PIERCE,0,0,0,0,7985,43,0,0
ALABAMA,PERRY,0,0,0,0,8143,19,0,0
SOUTH CAROLINA,CALHOUN,0,0,0,0,8456,58,0,0
NEW YORK,CHENANGO,0,0,0,0,8638,42,0,0
TEXAS,ROBERTSON,0,0,0,0,8712,28,0,0
NEW YORK,WASHINGTON,0,0,0,0,8835,36,0,0
GEORGIA,SEMINOLE,0,0,0,0,8903,23,0,0
TENNESSEE,GILES,0,0,0,0,8926,56,0,0
MARYLAND,GARRETT,0,0,0,0,9034,116,0,0
GEORGIA,BAKER,0,0,0,0,9596,26,0,0
TEXAS,CALHOUN,0,0,0,0,10237,20,0,0
NEBRASKA,GARFIELD,0,0,0,0,10402,54,0,0
TEXAS,JIM WELLS,0,0,0,0,10883,11,0,0
MICHIGAN,MISSAUKEE,0,0,0,0,10928,17,0,0
INDIANA,SCOTT,0,1,0,0,10950,37,0,0
TEXAS,WILLACY,0,0,0,0,13096,4,0,0
INDIANA,LAWRENCE,0,0,0,0,13900,79,0,0
NEW YORK,CLINTON,0,0,0,0,14675,20,0,0
GEORGIA,MILLER,0,0,0,0,18235,36,0,0
IOWA,CLARKE,0,0,0,0,20573,142,0,0
LOUISIANA,WEST CARROLL,0,0,0,0,21244,16,0,0
TEXAS,CAMERON,0,0,0,0,21976,6,0,0
NEBRASKA,SARPY,0,0,0,0,22647,103,0,0
NEBRASKA,KEYA PAHA,0,0,0,0,23828,41,0,0
MINNESOTA,SHERBURNE,0,0,0,0,24604,103,0,0
WISCONSIN,PEPIN,0,0,0,0,24979,154,0,0
IOWA,MONROE,0,1,0,0,26825,112,0,0
NEBRASKA,ROCK,0,0,0,0,28952,48,0,0
KANSAS,JEFFERSON,0,0,0,0,29445,89,0,0
NEBRASKA,WHEELER,0,1,0,0,30132,60,0,0
NEBRASKA,BROWN,0,0,0,0,32722,49,0,0
LOUISIANA,EAST CARROLL,0,0,0,0,33697,54,0,0
NEBRASKA,GREELEY,0,0,0,0,34944,151,0,0
ARIZONA,COCHISE,0,0,0,0,36873,40,0,0
TEXAS,HIDALGO,0,0,0,0,41750,28,0,0
WISCONSIN,JACKSON,0,2,0,0,41931,137,0,0
IOWA,WAPELLO,0,0,0,0,50269,167,0,0
IOWA,UNION,0,0,0,0,50727,146,0,0
IOWA,RINGGOLD,0,7,0,0,54021,189,0,0
KANSAS,DONIPHAN,0,0,0,0,65595,115,0,0
IOWA,MARION,0,0,0,0,66273,269,0,0
NEBRASKA,HOWARD,0,0,0,0,68569,255,0,0
NEBRASKA,SHERMAN,0,0,0,0,69469,146,0,0
NEBRASKA,THURSTON,0,0,0,0,71248,182,0,0
NEBRASKA,DAKOTA,0,4,0,0,72378,83,0,0
IOWA,DICKINSON,0,0,0,0,72439,166,0,0
IOWA,ADAMS,0,10,0,0,73758,184,0,0
IOWA,ALLAMAKEE,0,0,0,0,74774,311,0,0
IOWA,LOUISA,0,0,0,0,75419,205,0,0
IOWA,POLK,0,0,0,0,78694,165,0,0
SOUTH DAKOTA,MOODY,0,0,0,0,79094,193,0,0
SOUTH DAKOTA,UNION,0,0,0,0,79623,264,0,0
INDIANA,WARREN,0,0,0,0,80436,100,0,0
ILLINOIS,DE WITT,0,0,0,0,81171,103,0,0
IOWA,MADISON,0,0,0,0,82636,206,0,0
IOWA,MUSCATINE,0,0,0,0,83060,317,0,0
IOWA,TAYLOR,0,0,0,0,86765,232,0,0
IOWA,MONTGOMERY,0,0,0,0,90834,247,0,0
IOWA,OSCEOLA,0,0,0,0,94562,279,0,0
IOWA,IDA,0,5,0,0,95044,258,0,0
SOUTH DAKOTA,LINCOLN,0,0,0,0,95605,329,0,0
IOWA,JACKSON,0,17,0,0,96313,497,0,0
IOWA,WINNEBAGO,0,19,0,0,98218,261,0,0
NEBRASKA,BURT,0,0,0,0,100913,281,0,0
IOWA,EMMET,0,21,0,0,106370,207,0,0
IOWA,AUDUBON,0,35,0,0,107453,260,0,0
IOWA,ADAIR,0,8,0,0,108464,271,0,0
IOWA,POWESHIEK,0,12,0,0,110602,355,0,0
IOWA,FREMONT,0,1,0,0,113140,239,0,0
ILLINOIS,MCDONOUGH,0,0,0,0,113241,254,0,0
IOWA,HUMBOLDT,0,21,0,0,114995,208,0,0
IOWA,MAHASKA,0,0,0,0,119512,403,0,0
MISSOURI,ATCHISON,0,0,0,0,119566,196,0,0
MINNESOTA,ROCK,0,0,0,0,120530,314,0,0
IOWA,O BRIEN,0,140,0,0,125386,422,0,0
IOWA,CLAY,0,0,0,0,131212,268,0,0
IOWA,MITCHELL,0,0,0,0,138026,388,0,0
MINNESOTA,DODGE,0,19,0,0,140265,202,0,0
IOWA,DALLAS,0,0,0,0,140462,216,0,0
IOWA,CHEROKEE,0,0,0,0,141171,410,0,0
IOWA,BLACK HAWK,0,0,0,0,146157,410,0,0
IOWA,STORY,0,0,0,0,146968,342,0,0
IOWA,CALHOUN,0,0,0,0,147003,344,0,0
IOWA,TAMA,0,0,0,0,147293,407,0,0
NEBRASKA,CUMING,0,28,0,0,149842,400,0,0
IOWA,CLAYTON,0,0,0,0,151306,505,0,0
IOWA,GREENE,0,0,0,0,154730,253,0,0
IOWA,MARSHALL,0,25,0,0,157154,297,0,0
IOWA,POCAHONTAS,0,0,0,0,157368,385,0,0
IOWA,SHELBY,0,0,0,0,158855,536,0,0
IOWA,GRUNDY,0,0,0,0,158977,314,0,0
IOWA,BUTLER,0,0,0,0,160681,440,0,0
MINNESOTA,FREEBORN,0,0,0,0,162436,437,0,0
NEBRASKA,BOONE,0,0,0,0,162715,328,0,0
IOWA,CARROLL,0,0,0,0,169396,497,0,0
IOWA,BOONE,0,0,0,0,169444,290,0,0
IOWA,HARRISON,0,0,0,0,171847,372,0,0
IOWA,BENTON,0,0,0,0,172486,547,0,0
IOWA,WEBSTER,0,32,0,0,174658,327,0,0
MINNESOTA,FARIBAULT,0,0,0,0,177166,406,0,0
IOWA,CERRO GORDO,0,0,0,0,179629,282,0,0
IOWA,FRANKLIN,0,0,0,0,180379,365,0,0
IOWA,HANCOCK,0,53,0,0,182117,415,0,0
IOWA,HARDIN,0,0,0,0,183709,324,0,0
IOWA,PALO ALTO,0,67,0,0,189656,357,0,0
IOWA,WRIGHT,0,0,0,0,191291,295,0,0
IOWA,DELAWARE,0,106,0,0,194234,744,0,0
IOWA,JASPER,0,36,0,0,195659,430,0,0
NEBRASKA,YORK,0,0,0,0,199819,293,0,0
IOWA,HAMILTON,0,0,0,0,202123,269,0,0
IOWA,SIOUX,0,0,0,0,221894,560,0,0
MINNESOTA,MARTIN,0,0,0,0,223294,493,0,0
IOWA,POTTAWATTAMIE,0,0,0,0,255306,615,0,0
IOWA,KOSSUTH,0,0,0,0,304340,722,0,0
WYOMING,LINCOLN,0,0,0,0,0,83,0,0
TEXAS,MILLS,0,0,0,0,0,53,0,0
WYOMING,CONVERSE,0,0,0,0,0,50,0,0
IDAHO,LEMHI,0,0,0,0,0,39,0,0
COLORADO,COSTILLA,0,0,0,0,0,34,0,0
SOUTH DAKOTA,CUSTER,0,0,0,0,0,33,0,0
OHIO,BELMONT,0,0,0,0,0,31,0,0
IDAHO,BLAINE,0,0,0,0,0,30,0,0
OKLAHOMA,LOVE,0,0,0,0,0,30,0,0
CALIFORNIA,TEHAMA,0,0,0,0,0,29,0,0
WYOMING,WESTON,0,0,0,0,0,28,0,0
OKLAHOMA,PITTSBURG,0,0,0,0,0,26,0,0
MONTANA,MISSOULA,0,0,0,0,0,24,0,0
TEXAS,BASTROP,0,0,0,0,0,24,0,0
WYOMING,HOT SPRINGS,0,0,0,0,0,24,0,0
TEXAS,KENDALL,0,0,0,0,0,23,0,0
UTAH,WAYNE,0,0,0,0,0,23,0,0
VIRGINIA,PULASKI,0,0,0,0,0,23,0,0
CALIFORNIA,SAN LUIS OBISPO,0,0,0,0,0,22,0,0
COLORADO,GARFIELD,0,0,0,0,0,22,0,0
TEXAS,KERR,0,0,0,0,0,22,0,0
GEORGIA,WHEELER,0,0,0,0,0,21,0,0
IDAHO,CUSTER,0,0,0,0,0,21,0,0
TEXAS,HOUSTON,0,0,0,0,0,21,0,0
TEXAS,HARRIS,0,0,0,0,0,21,0,0
ALASKA,FAIRBANKS NORTH STAR,0,0,0,0,0,20,0,0
MONTANA,JEFFERSON,0,0,0,0,0,20,0,0
OKLAHOMA,JOHNSTON,0,0,0,0,0,20,0,0
TEXAS,HENDERSON,0,0,0,0,0,20,0,0
UTAH,RICH,0,0,0,0,0,20,0,0
ALABAMA,WASHINGTON,0,0,0,0,0,19,0,0
MISSOURI,OREGON,0,0,0,0,0,19,0,0
SOUTH DAKOTA,LAWRENCE,0,0,0,0,0,19,0,0
TEXAS,WASHINGTON,0,0,0,0,0,19,0,0
MICHIGAN,CHEBOYGAN,0,0,0,0,0,18,0,0
OKLAHOMA,OKFUSKEE,0,0,0,0,0,18,0,0
TENNESSEE,HOUSTON,0,0,0,0,0,18,0,0
TEXAS,WOOD,0,0,0,0,0,18,0,0
UTAH,MORGAN,0,0,0,0,0,18,0,0
MISSISSIPPI,WINSTON,0,0,0,0,0,17,0,0
MONTANA,POWELL,0,0,0,0,0,17,0,0
NEW MEXICO,TAOS,0,0,0,0,0,17,0,0
TEXAS,LIMESTONE,0,0,0,0,0,17,0,0
WEST VIRGINIA,MONONGALIA,0,0,0,0,0,17,0,0
CONNECTICUT,LITCHFIELD,0,0,0,0,0,16,0,0
NEVADA,ELKO,0,0,0,0,0,16,0,0
TEXAS,EDWARDS,0,0,0,0,0,16,0,0
GEORGIA,COWETA,0,0,0,0,0,15,0,0
ILLINOIS,COOK,0,0,0,0,0,15,0,0
MICHIGAN,ONTONAGON,0,0,0,0,0,15,0,0
NEVADA,LYON,0,0,0,0,0,15,0,0
OKLAHOMA,HASKELL,0,0,0,0,0,15,0,0
OKLAHOMA,PUSHMATAHA,0,0,0,0,0,15,0,0
WASHINGTON,CLARK,0,0,0,0,0,15,0,0
CALIFORNIA,LOS ANGELES,0,0,0,0,0,14,0,0
IDAHO,VALLEY,0,0,0,0,0,14,0,0
OKLAHOMA,MCCURTAIN,0,0,0,0,0,14,0,0
TEXAS,HOPKINS,0,0,0,0,0,14,0,0
TEXAS,GRIMES,0,0,0,0,0,14,0,0
TEXAS,VAL VERDE,0,0,0,0,0,14,0,0
TEXAS,GALVESTON,0,0,0,0,0,14,0,0
WYOMING,SWEETWATER,0,0,0,0,0,14,0,0
MONTANA,GRANITE,0,0,0,0,0,13,0,0
TEXAS,UPSHUR,0,0,0,0,0,13,0,0
TEXAS,FREESTONE,0,0,0,0,0,13,0,0
WISCONSIN,DOUGLAS,0,0,0,0,0,13,0,0
ALABAMA,SUMTER,0,1,0,0,0,12,0,0
ARKANSAS,CARROLL,0,0,0,0,0,12,0,0
GEORGIA,OCONEE,0,0,0,0,0,12,0,0
TEXAS,HOOD,0,0,0,0,0,12,0,0
TEXAS,BRAZOS,0,0,0,0,0,12,0,0
TEXAS,KIMBLE,0,0,0,0,0,12,0,0
ALABAMA,LAMAR,0,0,0,0,0,11,0,0
CALIFORNIA,NEVADA,0,0,0,0,0,11,0,0
MISSISSIPPI,JACKSON,0,0,0,0,0,11,0,0
MISSOURI,PHELPS,0,0,0,0,0,11,0,0
NEBRASKA,MCPHERSON,0,0,0,0,0,11,0,0
NEBRASKA,THOMAS,0,3,0,0,0,11,0,0
NEW MEXICO,SAN JUAN,0,0,0,0,0,11,0,0
NEW YORK,ESSEX,0,0,0,0,0,11,0,0
OKLAHOMA,LATIMER,0,3,0,0,0,11,0,0
TEXAS,ANDERSON,0,0,0,0,0,11,0,0
VIRGINIA,CARROLL,0,0,0,0,0,11,0,0
VIRGINIA,TAZEWELL,0,0,0,0,0,11,0,0
WEST VIRGINIA,RITCHIE,0,0,0,0,0,11,0,0
WYOMING,CARBON,0,0,0,0,0,11,0,0
ARIZONA,YAVAPAI,0,0,0,0,0,10,0,0
COLORADO,ROUTT,0,0,0,0,0,10,0,0
FLORIDA,PASCO,0,0,0,0,0,10,0,0
KENTUCKY,JACKSON,0,0,0,0,0,10,0,0
MISSISSIPPI,KEMPER,0,0,0,0,0,10,0,0
NEW MEXICO,HIDALGO,0,0,0,0,0,10,0,0
NORTH CAROLINA,CARTERET,0,0,0,0,0,10,0,0
OKLAHOMA,SEMINOLE,0,3,0,0,0,10,0,0
OREGON,DOUGLAS,0,0,0,0,0,10,0,0
TEXAS,HARRISON,0,0,0,0,0,10,0,0
TEXAS,PANOLA,0,0,0,0,0,10,0,0
TEXAS,MENARD,0,0,0,0,0,10,0,0
ARKANSAS,CLEBURNE,0,0,0,0,0,9,0,0
FLORIDA,LAKE,0,0,0,0,0,9,0,0
FLORIDA,DIXIE,0,0,0,0,0,9,0,0
FLORIDA,OKEECHOBEE,0,0,0,0,0,9,0,0
GEORGIA,JACKSON,0,0,0,0,0,9,0,0
MAINE,LINCOLN,0,0,0,0,0,9,0,0
MICHIGAN,ROSCOMMON,0,0,0,0,0,9,0,0
MICHIGAN,MARQUETTE,0,0,0,0,0,9,0,0
MISSISSIPPI,TISHOMINGO,0,0,0,0,0,9,0,0
MISSISSIPPI,MARION,0,0,0,0,0,9,0,0
NEVADA,EUREKA,0,0,0,0,0,9,0,0
NEVADA,CLARK,0,0,0,0,0,9,0,0
TEXAS,TITUS,0,0,0,0,0,9,0,0
TEXAS,BANDERA,0,0,0,0,0,9,0,0
TEXAS,BLANCO,0,0,0,0,0,9,0,0
TEXAS,HAYS,0,0,0,0,0,9,0,0
TEXAS,LA SALLE,0,0,0,0,0,9,0,0
WASHINGTON,GRAYS HARBOR,0,0,0,0,0,9,0,0
COLORADO,RIO BLANCO,0,0,0,0,0,8,0,0
GEORGIA,RABUN,0,0,0,0,0,8,0,0
MAINE,HANCOCK,0,0,0,0,0,8,0,0
MICHIGAN,GOGEBIC,0,0,0,0,0,8,0,0
MISSISSIPPI,SCOTT,0,0,0,0,0,8,0,0
MISSISSIPPI,PIKE,0,0,0,0,0,8,0,0
MISSOURI,OZARK,0,0,0,0,0,8,0,0
NEVADA,LINCOLN,0,0,0,0,0,8,0,0
OREGON,LAKE,0,0,0,0,0,8,0,0
TENNESSEE,ANDERSON,0,0,0,0,0,8,0,0
TEXAS,WALKER,0,1,0,0,0,8,0,0
UTAH,PIUTE,0,0,0,0,0,8,0,0
VERMONT,ORANGE,0,0,0,0,0,8,0,0
WASHINGTON,FERRY,0,0,0,0,0,8,0,0
WASHINGTON,PEND OREILLE,0,0,0,0,0,8,0,0
ARIZONA,GREENLEE,0,0,0,0,0,7,0,0
ARKANSAS,IZARD,0,1,0,0,0,7,0,0
ARKANSAS,VAN BUREN,0,0,0,0,0,7,0,0
CALIFORNIA,MARIN,0,0,0,0,0,7,0,0
CALIFORNIA,VENTURA,0,0,0,0,0,7,0,0
COLORADO,GUNNISON,0,0,0,0,0,7,0,0
GEORGIA,BIBB,0,0,0,0,0,7,0,0
KENTUCKY,PERRY,0,0,0,0,0,7,0,0
LOUISIANA,IBERVILLE,0,0,0,0,0,7,0,0
MAINE,ANDROSCOGGIN,0,0,0,0,0,7,0,0
MASSACHUSETTS,ESSEX,0,0,0,0,0,7,0,0
MICHIGAN,IRON,0,0,0,0,0,7,0,0
MICHIGAN,MACKINAC,0,0,0,0,0,7,0,0
MICHIGAN,SCHOOLCRAFT,0,0,0,0,0,7,0,0
MISSISSIPPI,SMITH,0,0,0,0,0,7,0,0
MISSISSIPPI,AMITE,0,0,0,0,0,7,0,0
MISSISSIPPI,CLAIBORNE,0,0,0,0,0,7,0,0
MISSISSIPPI,FRANKLIN,0,0,0,0,0,7,0,0
NEW YORK,SULLIVAN,0,0,0,0,0,7,0,0
NORTH CAROLINA,MECKLENBURG,0,0,0,0,0,7,0,0
NORTH CAROLINA,CLAY,0,0,0,0,0,7,0,0
NORTH CAROLINA,POLK,0,0,0,0,0,7,0,0
RHODE ISLAND,KENT,0,0,0,0,0,7,0,0
TEXAS,ROCKWALL,0,0,0,0,0,7,0,0
TEXAS,DIMMIT,0,0,0,0,0,7,0,0
TEXAS,MCMULLEN,0,0,0,0,0,7,0,0
TEXAS,PECOS,0,0,0,0,0,7,0,0
UTAH,SUMMIT,0,0,0,0,0,7,0,0
VERMONT,LAMOILLE,0,0,0,0,0,7,0,0
WASHINGTON,CLALLAM,0,0,0,0,0,7,0,0
WEST VIRGINIA,HARRISON,0,0,0,0,0,7,0,0
WEST VIRGINIA,ROANE,0,0,0,0,0,7,0,0
WYOMING,ALBANY,0,0,0,0,0,7,0,0
WYOMING,UINTA,0,0,0,0,0,7,0,0
ARKANSAS,CLARK,0,0,0,0,0,6,0,0
CALIFORNIA,PLUMAS,0,0,0,0,0,6,0,0
COLORADO,ARCHULETA,0,0,0,0,0,6,0,0
COLORADO,OURAY,0,0,0,0,0,6,0,0
FLORIDA,POLK,0,0,0,0,0,6,0,0
FLORIDA,SUMTER,0,0,0,0,0,6,0,0
FLORIDA,VOLUSIA,0,0,0,0,0,6,0,0
GEORGIA,LINCOLN,0,0,0,0,0,6,0,0
GEORGIA,SPALDING,0,0,0,0,0,6,0,0
MISSOURI,WASHINGTON,0,0,0,0,0,6,0,0
MISSOURI,IRON,0,0,0,0,0,6,0,0
NEW HAMPSHIRE,HILLSBOROUGH,0,0,0,0,0,6,0,0
NEW MEXICO,COLFAX,0,0,0,0,0,6,0,0
