Animal feed stores,street,city,state,postal_code,latitude,longitude,,,,,,
Southern Feed,"5751, 2482 US-171",DeRidder,Louisiana,70634,30.835248,-93.2517258,,,,,,
Del Rio Feed & Supply,111 E Gibbs St,Del Rio,Texas,78840,29.3642563,-100.9016167,,,,,,
Tractor Supply Co.,1050 N Pine St,DeRidder,Louisiana,70634,30.863743,-93.2850806,,,,,,
Metcalf's Trading Post,218 Maple St,Cornish,Maine,4020,43.8020445,-70.8238801,,,,,,
Trost Feed & Seed Co,113 E 6th S,St Anthony,Idaho,83445,43.9608592,-111.6799281,,,,,,
Tractor Supply Co.,1530 S Main St,Boerne,Texas,78006,29.7702965,-98.7210178,,,,,,
Breiner's Feed and Seed LLC,900 W Main St,Chanute,Kansas,66720,37.6820733,-95.4649648,,,,,,
Delhi Feed & Supply,1319 Broadway St,Delhi,Louisiana,71232,32.4381637,-91.4948196,,,,,,
Huntsville Feed & Milling Co,304 LaBarge Ave,Huntsville,Arkansas,72740,36.0885413,-93.7331476,,,,,,
Argyle Feed Store,1832 FM 407,Argyle,Texas,76226,33.1041536,-97.1412391,,,,,,
Equity Exchange - Booker,211 W Industrial Rd,Booker,Texas,79005,36.4556838,-100.5369783,,,,,,
Clark County Livestock-Feed & Trailers,1541 N 10th St,Arkadelphia,Arkansas,71923,34.1600134,-93.0661533,,,,,,
Peck Landscape Supplies & Feed Store,47 E Dufort Rd,Sagle,Idaho,83860,48.165477,-116.5957944,,,,,,
R T Farms --Equine and Livestock feed and supplies,2210 US-202,Winthrop,Maine,4364,44.3205032,-69.9195938,,,,,,
Chet's Feed Seed N' Such,880 N Orange St,Richland Center,Wisconsin,53581,43.3423458,-90.3894405,,,,,,
Tractor Supply Co.,246 Florida Ave SE,Denham Springs,Louisiana,70726,30.4820454,-90.953044,,,,,,
Brookston Tack and Feed,11030 S 200 W,Brookston,Indiana,47923,40.5913212,-86.9092104,,,,,,
Tractor Supply Co.,375 E Parker St,Baxley,Georgia,31513,31.7775355,-82.3420959,,,,,,
Anoka Independent Grain,2315 2nd Ave,Anoka,Minnesota,55303,45.2020987,-93.3890279,,,,,,
Tractor Supply Co.,14700 Silverdale Dr,Woodbridge,Virginia,22193,38.634798,-77.368145,,,,,,
M And W Milling Inc,510 Short St,Columbia,Kentucky,42728,37.1022538,-85.2944716,,,,,,
Tractor Supply Co.,1484 Athens Hwy,Grayson,Georgia,30017,33.8591312,-83.9764567,,,,,,
Iron Gate Feed Inc,936 W Oak St,Palestine,Texas,75801,31.761207,-95.6413155,,,,,,
Irving Feed Store,1125 Balleywood Rd,Irving,Texas,75060,32.801317,-96.930286,,,,,,
Val Verde Wool & Mohair Co,501 Converse St,Del Rio,Texas,78840,29.3648281,-100.8970718,,,,,,
RED BRIDGE FARM STORE AND MILL,145 W 3rd Ave,Kettle Falls,Washington,99141,48.6105913,-118.05751,,,,,,
Tractor Supply Co.,710 NE US 24 HWY,Topeka,Kansas,66608,39.091972,-95.64778,,,,,,
Tractor Supply Co.,5236 SW Topeka Blvd,Topeka,Kansas,66609,38.9730494,-95.6862909,,,,,,
Hawes Ranch Feed Store,21923 Dersch Rd,Anderson,California,96007,40.4756382,-122.2390523,,,,,,
DC Feed,17625 N MacArthur Blvd,Edmond,Oklahoma,73012,35.6519775,-97.6201629,,,,,,
Bryant Grocery & Feed,12334 US-431,Ohatchee,Alabama,36271,33.8488586,-85.9153926,,,,,,
Duncanville Feed,219 N Main St,Duncanville,Texas,75116,32.6535223,-96.9084002,,,,,,
The Feed Store,308 N Broadway St,Aspermont,Texas,79502,33.1457977,-100.2273254,,,,,,
The Kirbyville Barn Feed Store,2009 N Margaret Ave,Kirbyville,Texas,75956,30.6794929,-93.8943108,,,,,,
Kirbyville Country Feed Store,2203 S Margaret Ave,Kirbyville,Texas,75956,30.6397355,-93.9013312,,,,,,
Hamilton Outdoor Supply,9097 US-27,Hamilton,Georgia,31811,32.7143024,-84.8729038,,,,,,
J & H Feed & Farm Store,1121 US-11,Gouverneur,New York,13642,44.3208503,-75.4873428,,,,,,
Atwoods,4001 North St,Nacogdoches,Texas,75965,31.6414381,-94.6549642,,,,,,
Curb Appeal Garden Center & Feed Store,115 10th St,Carbon Cliff,Illinois,61239,41.4857469,-90.3874614,,,,,,
The Hay Loft of Wallace,514 N Norwood St,Wallace,North Carolina,28466,34.7415048,-77.9946642,,,,,,
Master Made Feeds,110 W 6th St,Justin,Texas,76247,33.0896911,-97.2959627,,,,,,
Fortney Farm & Feed,25 E Buffalo St,Kellyville,Oklahoma,74039,35.9440553,-96.2166827,,,,,,
"VIT-A-ZINE, LLC",2648 NW County Rd #591,Butler,Missouri,64730,38.2585409,-94.359449,,,,,,
Cox Feed Store,518 N Orange St,Butler,Missouri,64730,38.263948,-94.3436285,,,,,,
Luttrell Farms,1239 Morgantown Rd,Brownsville,Kentucky,42210,37.213519,-86.3034186,,,,,,
Tractor Supply Co.,2395 S Olga Dr,Fort Myers,Florida,33905,26.7117281,-81.7140325,,,,,,
Owl Creek Feed Store,691 State Hwy M,Park Hills,Missouri,63601,37.8655319,-90.6150054,,,,,,
Craven Feed LLC,407 US-20,Gordon,Nebraska,69343,42.7992584,-102.1982194,,,,,,
"Legacy COOP Feed/Sales Office-Gordon, NE",205 S Main St,Gordon,Nebraska,69343,42.801894,-102.203753,,,,,,
Grovijohn Feed & Seed,211 3rd St,Howells,Nebraska,68641,41.7228672,-97.0026049,,,,,,
B & D Feeds LLC,109 LA-403,Paincourtville,Louisiana,70391,29.9923954,-91.0549312,,,,,,
M&N Farm & Hay Sales,311 Extonville Rd,Chesterfield,New Jersey,8515,40.1360028,-74.5990972,,,,,,
Gerald Lubianski Enterprises Inc.,1003 S 2nd St,Floresville,Texas,78114,29.1342183,-98.1653889,,,,,,
Jenks Hatchery Feed Warehouse,34270 Looney Ln,Tangent,Oregon,97389,44.5782062,-123.1212328,,,,,,
Sacony Marsh Farm,35 Koffee Ln,Kutztown,Pennsylvania,19530,40.5110238,-75.7638951,,,,,,
Tractor Supply Co.,2101 W US Hwy 377,Granbury,Texas,76048,32.43456,-97.809842,,,,,,
D & L Farm and Home - Denton,3105 Fort Worth Dr,Denton,Texas,76205,33.173391,-97.1457178,,,,,,
Wilson's Farm Supply,2422 Old York Rd,Chester,South Carolina,29706,34.8047165,-81.2374297,,,,,,
"Lincoln County Farm Center, Inc.",308 W 15th St,Chandler,Oklahoma,74834,35.6955618,-96.8837157,,,,,,
Generation West,2951 Durfee Ave # F,El Monte,California,91732,34.058445,-118.015161,,,,,,
Hortman Country Store,485 S Railroad St,Trinity,Texas,75862,30.940867,-95.373777,,,,,,
Stubbs' Chemical & Feed,100 N Railroad St,Trinity,Texas,75862,30.9458026,-95.3742198,,,,,,
Oglethorpe Feed and Hardware Supply,900 Athens Rd #2506,Crawford,Georgia,30630,33.8899637,-83.1357341,,,,,,
Tractor Supply Co.,2151 Autoplex Dr,Bossier City,Louisiana,71111,32.5611319,-93.7304834,,,,,,
Quality Farm Supply,412 Atlantic Ave,Thief River Falls,Minnesota,56701,48.1204658,-96.1765486,,,,,,
"Jaynes Farm & Feed, Inc.",1007 Texas St,Linden,Texas,75563,33.0028082,-94.3593632,,,,,,
Mid-County Farm & Feed Supply,128 S Twin City Hwy,Nederland,Texas,77627,29.9750381,-93.9879264,,,,,,
Twin City feed store,,Nederland,Texas,77627,29.9743803,-93.9923965,,,,,,
Performance Livestock & Feed Co. Inc.,5767 NC-8,Lawsonville,North Carolina,27022,36.51794,-80.2243781,,,,,,
Kingwood Feed & Mercantile,889B NJ-12,Frenchtown,New Jersey,8825,40.5136354,-74.9821842,,,,,,
Tractor Supply Co.,16904 Sierra Hwy,Canyon Country,California,91351,34.440883,-118.4294438,,,,,,
Weeks Farm Garden Supply Inc,1718 Richland Ave E,Aiken,South Carolina,29801,33.5529129,-81.6954223,,,,,,
Critter's Feed and Supply,19784 Alberta St,Oneida,Tennessee,37841,36.5142539,-84.5059435,,,,,,
Tractor Supply Co.,1711b US-290,Dripping Springs,Texas,78620,30.2010676,-98.1119944,,,,,,
P & R Whitetail Supreme,,,,,38.7786345,-80.1905215,,,,,,
Tractor Supply Co.,1407 Interstate 45 N,Conroe,Texas,77304,30.319221,-95.473879,,,,,,
Tractor Supply Co.,4267 13th St,St Cloud,Florida,34769,28.2499635,-81.3155989,,,,,,
Sun Valley Feed Mill,597 S Main St,Brownsville,Kentucky,42210,37.1905945,-86.2600218,,,,,,
Southmost Farms Feed Dealers,1856 Southmost Rd,Brownsville,Texas,78521,25.9101286,-97.4738732,,,,,,
Glasgow MFA,1st St,Glasgow,Missouri,65254,39.2239105,-92.8476181,,,,,,
"Farm, Masonry & Mulch 2",119 Franklin Rd,Newnan,Georgia,30263,33.3851595,-84.8384927,,,,,,
Land O'Lakes Purina Feed Plant,950 N Walker St,Montgomery City,Missouri,63361,38.9834198,-91.5133161,,,,,,
CFS Feed Department,110 S 2nd Ave W,Truman,Minnesota,56088,43.8275483,-94.4382888,,,,,,
Red Barn Farms,956 NC-37,Gates,North Carolina,27937,36.5035162,-76.7691345,,,,,,
"Purdy Farm Center, Inc",100 W Washington Ave,Purdy,Missouri,65734,36.817481,-93.9222582,,,,,,
Livingston Feed & Farm Supply,110 Pan American Dr,Livingston,Texas,77351,30.7020953,-94.9329002,,,,,,
Lyssy & Eckel LP,101 Leona St,George West,Texas,78022,28.3265847,-98.1147381,,,,,,
Lees' Feed,18503 N. Hwy 88,Lockeford,California,95237,38.1515198,-121.1577737,,,,,,
Tractor Supply Company - Hagerstown Distribution Center,11935 Hopewell Rd,Hagerstown,Maryland,21740,39.6401348,-77.7672223,,,,,,
Shy's Feed & General Merchandise,507 Cedar St,Bismarck,Missouri,63624,37.7655113,-90.6223472,,,,,,
CFC Farm & Home Center Marshall,8222 E Main St,Marshall,Virginia,20115,38.8678615,-77.8462794,,,,,,
Tractor Supply Co.,8420 S 228th St,Kent,Washington,98031,47.3981443,-122.2266933,,,,,,
River Country Co-op Country Store,1400 Logan Ave,Merrill,Wisconsin,54452,45.1796941,-89.6798972,,,,,,
Morton's Feed Mill,15789 Great Cove Rd,Mcconnellsburg,Pennsylvania,17233,39.859642,-78.035942,,,,,,
Al's Hay Barn,8191 E Barataria Blvd,Sierra Vista,Arizona,85650,31.4821221,-110.1764818,,,,,,
Wheeler Ranch & Feed,3247 Smith Ave,Biggs,California,95917,39.426164,-121.695626,,,,,,
Walkertown Mill Farm Lawn & Garden,5084 Harley Dr,Walkertown,North Carolina,27051,36.1739694,-80.155368,,,,,,
Feed Stop,54 Sycamore St,Gallipolis,Ohio,45631,38.8167074,-82.1933894,,,,,,
Chatham Run Feed Mill,21 Chatham Run Mill Rd,Lock Haven,Pennsylvania,17745,41.1719636,-77.364944,,,,,,
Black Creek Feed and Supply,10537 US-41,Monteagle,Tennessee,37356,35.2487912,-85.8102844,,,,,,
Saukville Feed Supplies,313 W Church St,Saukville,Wisconsin,53080,43.3807073,-87.9463921,,,,,,
Maple Hill Feed & Farm,11306 US-2,Maple,Wisconsin,54854,46.5892968,-91.7151734,,,,,,
Lloyd Waller Feed Lot Inc,11483 738 Rd,Holdrege,Nebraska,68949,40.5260887,-99.3634512,,,,,,
Woods Feed & Farm Supply,8231 State Hwy 177,Calico Rock,Arkansas,72519,36.2160812,-92.1657657,,,,,,
Lavaca Feed & Fertilizer,1292 US-77,Hallettsville,Texas,77964,29.4748018,-96.9364719,,,,,,
Willow Country Store,215 W Willow Rd,Enid,Oklahoma,73701,36.4193013,-97.8813267,,,,,,
Gator Feed Co,1205 US-98,Okeechobee,Florida,34972,27.2539405,-80.8557052,,,,,,
Rabon's Country Feed,1852 NW 9th St,Okeechobee,Florida,34972,27.2523012,-80.8471042,,,,,,
Walpole Feed & Supply,2595 NW 8th St,Okeechobee,Florida,34972,27.2514044,-80.8536064,,,,,,
Bornhoft Feed Yards,18091 Co Rd 35,Sterling,Colorado,80751,40.7037094,-103.2479787,,,,,,
Performance Plus,1120 S Front St,Sterling,Colorado,80751,40.6149617,-103.2107959,,,,,,
Tractor Supply Co.,1203 W Screven St,Quitman,Georgia,31643,30.7858907,-83.5717355,,,,,,
Wood's Hay & Grain,"480987, US-95",Sandpoint,Idaho,83864,48.3657986,-116.5411219,,,,,,
Carter Country Farm & Feed,357 S Olive Ave,Sandpoint,Idaho,83864,48.2698114,-116.563541,,,,,,
Farmers Mill & Elevator Inc,27920 Danville Ave,Castle Rock,Minnesota,55010,44.5448931,-93.1523197,,,,,,
Tractor Supply Co.,3509 Robertson Rd,Tyler,Texas,75701,32.3336927,-95.338719,,,,,,
Vivian Feed & Seed,612 S Pine St,Vivian,Louisiana,71082,32.867795,-93.9877107,,,,,,
Rocking E Feeds,15732 Main St NE,Duvall,Washington,98019,47.7422543,-121.9856857,,,,,,
Winkelman Feed,63906 731 Rd,Auburn,Nebraska,68305,40.4219294,-95.8358626,,,,,,
Southern States - Goochland,1961 Sandy Hook Rd,Goochland,Virginia,23063,37.7014786,-77.8883533,,,,,,
Diamond L Tack & Feed,100 N Main St,Fair Play,Missouri,65649,37.6323535,-93.5749635,,,,,,
Jackie Evans Trucking Co,3845 Waterlevel Hwy,Cleveland,Tennessee,37323,35.1460173,-84.8274682,,,,,,
Red Barn Feed and Supply,12948 Okeechobee Blvd,Loxahatchee Groves,Florida,33470,26.7056055,-80.2488909,,,,,,
Feed & Farmers Supply,2654 TN-149,Erin,Tennessee,37061,36.3546174,-87.6628673,,,,,,
D & S Farm & Garden Supply,4738 Gates East Rd,Middlefield,Ohio,44062,41.4504329,-80.969027,,,,,,
Mike's Feed Supply,201 E State St,Westby,Wisconsin,54667,43.653374,-90.8557028,,,,,,
Tractor Supply Co.,17500 Austrian Pine Wy,Westfield,Indiana,46074,40.0407672,-86.156784,,,,,,
Clover Belt Lumber & Feed Co,W7111 Main St,Conrath,Wisconsin,54731,45.3860477,-91.0394932,,,,,,
Baileybones Canine Bakery,117 W Norwegian St,Pottsville,Pennsylvania,17901,40.6847576,-76.1956191,,,,,,
Martin's Seed and Feed LLC,4100 NY-14A,Penn Yan,New York,14527,42.5647508,-77.0360451,,,,,,
Tractor Supply Company - Franklin Distribution Center,100 Raines Dr,Franklin,Kentucky,42134,36.70757,-86.513725,,,,,,
Pierce Creek Feed and Fertilizer,10896 Loop 60,Larue,Texas,75770,32.1149669,-95.6798907,,,,,,
Monroe County Co-Op,300 Quincy St,Aberdeen,Mississippi,39730,33.8256117,-88.5408239,,,,,,
IFA Country Store,498 W Main St,Delta,Utah,84624,39.352886,-112.58609,,,,,,
Tractor Supply Co.,1611 Ulster Ave,Lake Katrine,New York,12449,41.978494,-73.990439,,,,,,
Rogers Feed Store,585 S Main St,Canyonville,Oregon,97417,42.924638,-123.276415,,,,,,
Ward Farm Supply,310 Hickory St,Parkersburg,West Virginia,26101,39.2502471,-81.5325939,,,,,,
Tractor Supply Co.,15086 US-19,Thomasville,Georgia,31757,30.8550596,-83.9445162,,,,,,
Valley View Farms LLC,257 Orcuttville Rd,Stafford Springs,Connecticut,6076,41.9829232,-72.2928315,,,,,,
Anderson Feed Company,3338 S Chana Rd,Chana,Illinois,61015,41.9715816,-89.2206074,,,,,,
Ballinger Feed & Seed,621 Strong Ave,Ballinger,Texas,76821,31.7375325,-99.9456184,,,,,,
Tractor Supply Co.,54 W Stafford Rd,Stafford Springs,Connecticut,6076,41.9643178,-72.3257534,,,,,,
Gremlin Sod Farms,1892 S Chana Rd,Chana,Illinois,61015,41.992861,-89.2204046,,,,,,
Tractor Supply Company - Pendleton Distribution Center,320 Enterprise Dr,Pendleton,Indiana,46064,39.9982898,-85.7727518,,,,,,
Bixby Farm & Ranch Supplies,16614 S Memorial Dr,Bixby,Oklahoma,74008,35.922267,-95.8871078,,,,,,
Maquoketa Feed,903 E Platt St,Maquoketa,Iowa,52060,42.0690284,-90.655642,,,,,,
Belle Farm,3851 Kathy Rd,Morganton,North Carolina,28655,35.7004164,-81.8109204,,,,,,
Southern States - Creedmoor,301 N Main St,Creedmoor,North Carolina,27522,36.1195244,-78.6874932,,,,,,
T & S Milling,2310 Center St,New Iberia,Louisiana,70560,29.9859735,-91.8457655,,,,,,
Sproxi,2260 Moon Station Ct NW # 210,Kennesaw,Georgia,30144,34.0335169,-84.6166168,,,,,,
S&S Feed and Supplies,125 College St,Anderson,Texas,77830,30.4877206,-95.9868547,,,,,,
Descanso Hay & Feed,25077 Viejas Blvd,Descanso,California,91916,32.8586067,-116.6121546,,,,,,
Wilhoit Farms,4505 Wesleyan Rd SW,Apison,Tennessee,37302,35.0024167,-84.9759945,,,,,,
Montpelier Feed & Seed,"16618-A, Mountain Rd",Montpelier,Virginia,23192,37.8147082,-77.6628738,,,,,,
Grove River Mills Inc,326 Jackson Concourse,Pendergrass,Georgia,30567,34.1548724,-83.6712841,,,,,,
Buckley Brothers Inc.,143 N Plains Rd,The Plains,Ohio,45780,39.3801655,-82.135388,,,,,,
Angleton Feed & Supply,826 E Mulberry St,Angleton,Texas,77515,29.1652431,-95.4224548,,,,,,
J & J Feeds,118 Broadway St,South Fulton,Tennessee,38257,36.5016471,-88.8759864,,,,,,
Advance Feeding Systems Inc,1205 Industrial Pk Rd Rd,South Fulton,Tennessee,38257,36.4946712,-88.8941934,,,,,,
Holloway's Farm Supply,3036 Land O' Lakes Blvd,Land O' Lakes,Florida,34639,28.202523,-82.463121,,,,,,
Tyson Farm & Feed,3722 Bishop Hill Rd,Marcellus,New York,13108,42.9513485,-76.3517447,,,,,,
Booth Feed and Supply,1119 W Scott St,Beatrice,Nebraska,68310,40.2623161,-96.7811466,,,,,,
Tractor Supply Co.,204 Danbury Rd,New Milford,Connecticut,6776,41.5466928,-73.4218801,,,,,,
Cabaniss Feed And Farm Supply,1301 Quarry Rd,Sylacauga,Alabama,35151,33.1588253,-86.2729259,,,,,,
Folkston Feed & Supply,2545 S Second St S,Folkston,Georgia,31537,30.8102599,-81.997984,,,,,,
Thrift Farm & Feed,43 Depot St,Folkston,Georgia,31537,30.8317558,-82.009058,,,,,,
731 Farm Store,3001 FM731,Burleson,Texas,76028,32.4792263,-97.3393491,,,,,,
Tractor Supply Co.,2220 Eatonton Rd,Madison,Georgia,30650,33.5468764,-83.4699399,,,,,,
"Farmers Hardware, Feed & Seed, and Septic",1211 Atlanta Hwy,Madison,Georgia,30650,33.5829038,-83.481733,,,,,,
"King George Feed and Supply, LLC",10312 Indiantown Rd,King George,Virginia,22485,38.270288,-77.184776,,,,,,
Loya Feed Co,107 E Gonzales St,Yoakum,Texas,77995,29.2908756,-97.1474613,,,,,,
Tractor Supply mobile,2505 Archbishop Philip M Hannan Blvd,Meraux,Louisiana,70075,29.9335689,-89.9232511,,,,,,
Blue Seal Feeds Inc.,1570 NY-52,Fishkill,New York,12524,41.5439379,-73.8715481,,,,,,
Noland Feed,268 Industrial Ave,Casper,Wyoming,82601,42.8488369,-106.3280687,,,,,,
Homerville Feed & Seed LLC,1181 Pearson Hwy,Homerville,Georgia,31634,31.0463911,-82.7600233,,,,,,
San Eli Feed,524 Camino De La Rosa Rd,San Elizario,Texas,79849,31.5981941,-106.2598765,,,,,,
Woosley's Farm and Feed Supply LLC,2995 State Route Hwy #144W,Philpot,Kentucky,42366,37.7461886,-86.8205977,,,,,,
Cubbage Feeds LLC,19289 US-54,Nevada,Missouri,64772,37.8645946,-94.2840489,,,,,,
Precision Hay Co,826 CA-46,Wasco,California,93280,35.6017858,-119.3348235,,,,,,
Tractor Supply Co.,3357 Lackey St,Lumberton,North Carolina,28360,34.6406164,-79.0185466,,,,,,
Miller Hay & Feed,14932 I-35,Elm Mott,Texas,76640,31.7008345,-97.1005589,,,,,,
Nilsen Company,502 Broadway St,Eureka,California,95501,40.8004713,-124.1753685,,,,,,
Madison Feed & Supply,37 Crothers Dr,Tallulah,Louisiana,71282,32.3886177,-91.1826985,,,,,,
Shaw Farms Feed,3605 N Mohawk Rd,Mohawk,Tennessee,37810,36.1891334,-83.0721078,,,,,,
Grovetown Farm & Garden Center,5234 Wrightsboro Rd,Grovetown,Georgia,30813,33.4544658,-82.2058174,,,,,,
Stockman's Feed & Supply of McCook,209 South St,McCook,Nebraska,69001,40.1929814,-100.6231881,,,,,,
Fenton Feed Mill,412 Water St,Fenton,Missouri,63026,38.5141134,-90.4360268,,,,,,
Melstan Feed,111 N Ann St,Port Lavaca,Texas,77979,28.6148338,-96.6276092,,,,,,
Frio Feed & Supply,959 US-83,Leakey,Texas,78873,29.7128772,-99.7636596,,,,,,
Tractor Supply Co.,7686 LA-1,Mansura,Louisiana,71350,31.083321,-92.056574,,,,,,
John's Feed & Supply,201 Duval St NW,Live Oak,Florida,32064,30.2981535,-82.9851399,,,,,,
"Rock Ridge Farm, De Kalb, NY",,,,,44.510202,-75.2817335,,,,,,
Tractor Supply Co.,"2955 Tunkhannock Hwy, PA-309",Dallas,Pennsylvania,18612,41.35058,-75.96262,,,,,,
R & R Feed and Supply,35671 E Kings Canyon Rd,Dunlap,California,93621,36.7546823,-119.1692268,,,,,,
Travelers Rest Feed & Seed Co,10 McElhaney Rd,Travelers Rest,South Carolina,29690,34.9671058,-82.4445571,,,,,,
Whitt's Out West,207 S Divide St,Eldorado,Texas,76936,30.8588533,-100.6031266,,,,,,
"Richardson Ag & Outdoors, LLC",1899 U.S. 190 E E,Livingston,Texas,77351,30.7098884,-94.9073486,,,,,,
Hackett Farm Supply,2297 Salt Point Turnpike,Clinton Corners,New York,12514,41.8261907,-73.7715362,,,,,,
C & J Feed Barn,350 Old Woman Springs Rd,Yucca Valley,California,92284,34.2462818,-116.440098,,,,,,
Wai Ulu Feeds Supply,130 Makawao Ave,Makawao,Hawaii,96768,20.8348879,-156.3305393,,,,,,
Tractor Supply Co.,57980 29 Palms Hwy,Yucca Valley,California,92284,34.1293984,-116.3995901,,,,,,
Born To Be Wild,56872 29 Palms Hwy,Yucca Valley,California,92284,34.1211982,-116.4232389,,,,,,
Buckboard Ranch Supply,2707 TX-124,Winnie,Texas,77665,29.7934375,-94.3825724,,,,,,
Bowmans Feed & Pet,101 Englar Rd,Westminster,Maryland,21157,39.5820197,-76.9918925,,,,,,
Town & Country Feed,102 Railroad Ave,Humble,Texas,77338,29.9980775,-95.2657803,,,,,,
Los Gordos Feed Store,Tom Gill Rd,Penitas,Texas,78576,26.2672379,-98.4423309,,,,,,
2N1 Feed & Seed,102 Railroad Ave,Humble,Texas,77338,29.9985957,-95.2660971,,,,,,
Acworth Feed,5000 Lake Acworth Dr #102,Acworth,Georgia,30101,34.0733728,-84.6791742,,,,,,
Tractor Supply Co.,5743 W Tennessee St,Tallahassee,Florida,32304,30.4553993,-84.3673384,,,,,,
Phillips Feed & Seed,411 Peachburg Rd,Union Springs,Alabama,36089,32.1483725,-85.7065569,,,,,,
"Tyson Foods Feed Mill Sebree, KY",1791 US-41,Sebree,Kentucky,42455,37.629055,-87.5281219,,,,,,
"Davis Feed Co., Inc.",370 E Main St,Ashdown,Arkansas,71822,33.6766961,-94.1283285,,,,,,
Rockin WH Ranch,10002 Dooley Ferry Rd,Texarkana,Arkansas,71854,33.4729865,-93.9168409,,,,,,
Tractor Supply Co.,3371 US-441,Okeechobee,Florida,34974,27.2130707,-80.8317386,,,,,,
"Farmers Coop, Tahlequah",1501 Park Hill Rd,Tahlequah,Oklahoma,74464,35.8975315,-94.973954,,,,,,
Farmers' Association- Greenbrier,268 S Broadview St,Greenbrier,Arkansas,72058,35.1963435,-92.3902966,,,,,,
Fairfax Feed & Seed,448 Union Ave,Fairfax,South Carolina,29827,32.9614096,-81.2401902,,,,,,
Tractor Supply Co.,1295 N Breazeale Ave,Mt Olive,North Carolina,28365,35.2187619,-78.0587939,,,,,,
Tractor Supply Co.,3732 W Walker St,Breckenridge,Texas,76424,32.7602644,-98.9449544,,,,,,
Tractor Supply Co.,8100 2nd St NW,Albuquerque,New Mexico,87114,35.1720309,-106.6255384,,,,,,
Tractor Supply Co.,3240c Memorial Pkwy NW,Huntsville,Alabama,35810,34.7671891,-86.5854136,,,,,,
Centerville Feed & Mineral,80 Station Rd,Newville,Pennsylvania,17241,40.1021295,-77.3400539,,,,,,
Tractor Supply Co.,7047 Mechanicsville Tpke,Mechanicsville,Virginia,23111,37.610754,-77.338501,,,,,,
Triggs Feed & Supply,1106 South St,Mt Ayr,Iowa,50854,40.711193,-94.2495117,,,,,,
Garrison Farm & Home Center,20600 US-31,Thorsby,Alabama,35171,32.9094619,-86.709877,,,,,,
Munroe Feed & Supply,200 Fairview Ave,Rehoboth,Massachusetts,2769,41.8770702,-71.2489854,,,,,,
Beaufort Ag Supply,6541 MO-185,Beaufort,Missouri,63013,38.4203338,-91.1892362,,,,,,
Lewis County Co-Op,324 Summertown Hwy,Hohenwald,Tennessee,38462,35.5370113,-87.5471387,,,,,,
Whitmore Feed,24901 PA-167,Brackney,Pennsylvania,18812,41.9973534,-75.9567638,,,,,,
Tractor Supply Co.,100 Plantation Way,LaGrange,Georgia,30241,33.0396042,-84.9826735,,,,,,
Land O'Lakes Inc,8485 Navarre Rd SW,Massillon,Ohio,44646,40.7487519,-81.5128357,,,,,,
Rohr's Feed Store Ltd,2420 Manchester Ave NW,Massillon,Ohio,44647,40.8185374,-81.6005834,,,,,,
Hall's Feed & Seed,155 US-72,Collierville,Tennessee,38017,35.0271533,-89.6648041,,,,,,
Andy's Farm and Garden,"off River Rd, 13 Cole Farm Rd",Dayton,Maine,4005,43.5288065,-70.5366122,,,,,,
Skeens Feed & Supply,3978 US-50,Bainbridge,Ohio,45612,39.226138,-83.2751032,,,,,,
Griffey Farms,10041 Potter Shop Rd,Centerville,Indiana,47330,39.731332,-85.067154,,,,,,
Happy Farms Feed & Farm Supply,4764 N Washington St,Forrest City,Arkansas,72335,35.0545592,-90.804503,,,,,,
Trellis Farm & Garden,40W296 Wasco Rd,Campton Hills,Illinois,60175,41.9391246,-88.4013109,,,,,,
Johnson Feed Barn,615 N Neches St,Coleman,Texas,76834,31.8363153,-99.4272961,,,,,,
Pottsville Liquid Feed,Co Rd 218,Hamilton,Texas,76531,31.7971054,-97.9999586,,,,,,
Ness City Farm & Feed,821 W Sycamore St,Ness City,Kansas,67560,38.4526662,-99.9165914,,,,,,
Tractor Supply Co.,5680 S 35th Ave,Phoenix,Arizona,85041,33.3940151,-112.135476,,,,,,
Compton Warehouse,104 Frisco Ave,Menard,Texas,76859,30.9238403,-99.7844695,,,,,,
Blue Seal Feeds Inc,520 Hall St,Bow,New Hampshire,3304,43.1737371,-71.5264328,,,,,,
Farmer's Co-Op,850 W Moline St,Malvern,Arkansas,72104,34.376903,-92.819066,,,,,,
Texas Grain Industrial Feed,20101 W 20th Ave,Bushland,Texas,79012,35.1921576,-102.0658865,,,,,,
J & J Tack Shack,2615 Eaton Ave,Eaton Park,Florida,33840,28.0085022,-81.9070548,,,,,,
"Union Grove Milling Co (Deal-Rite Feeds, Union Grove location)",1868 W Memorial Hwy,Union Grove,North Carolina,28689,36.022566,-80.8620201,,,,,,
Tractor Supply Co.,3810 Miller St,Bethany,Missouri,64424,40.2633647,-94.0146982,,,,,,
Johnson's Mill,4105 TN-33,New Tazewell,Tennessee,37825,36.3917635,-83.7030878,,,,,,
Sensenig's Feed Mill,115 S Railroad Ave,New Holland,Pennsylvania,17557,40.1017464,-76.085621,,,,,,
Pilgrim Farm & Ranch Supply Co,2201 FM Road 920,Weatherford,Texas,76088,32.7899856,-97.8270187,,,,,,
Harvey & Sons Feed Store,2-2565 Kaumualii Hwy,Kalaheo,Hawaii,96741,21.9254373,-159.5236288,,,,,,
Tractor Supply Co.,900 State 372,Pahrump,Nevada,89048,36.2058331,-115.9979848,,,,,,
