Grain Elevators,street,city,state,postal_code,latitude,longitude,,,,,,,,,,,,
Farmers Union Elevator,105 E Dewey St,Rugby,North Dakota,58368,48.370951,-99.9932514,,,,,,,,,,,,
Gavilon Grain,1270 2nd Rd,Ellinwood,Kansas,67526,38.3509614,-98.46126,,,,,,,,,,,,
Cooperative Farmers Elevator,333 S Central Ave,Hartley,Iowa,51346,43.1770412,-95.4772449,,,,,,,,,,,,
Lothian Grain Elevator,6272 Southern Most Rd,Lothian,Maryland,20711,38.7668034,-76.6594735,,,,,,,,,,,,
Horizon Resources- Watford City Grain Elevator,508 3rd Ave SW,Watford City,North Dakota,58854,47.7978497,-103.2894186,,,,,,,,,,,,
CHS Holdrege,310 Logan St,Holdrege,Nebraska,68949,40.4377659,-99.3653039,,,,,,,,,,,,
Grant Park Co-Op Grain Co,116 S Main St,Grant Park,Illinois,60940,41.2403484,-87.6437659,,,,,,,,,,,,
Valley United Co-Op Thompson Elevator,217 Pacific Ave,Thompson,North Dakota,58278,47.7747403,-97.1099772,,,,,,,,,,,,
Southland Milling Co,21474 SE Coastal St,Blountstown,Florida,32424,30.4266321,-85.031955,,,,,,,,,,,,
ICT LITTLEFIELD,1861 Farm to Market Rd 54,Littlefield,Texas,79339,33.9184349,-102.308856,,,,,,,,,,,,
Hansen-Mueller,21st Ave E,Superior,Wisconsin,54880,46.7088521,-92.0455572,,,,,,,,,,,,
Two Rivers Cooperative,311 Business Hwy 163,Otley,Iowa,50214,41.4643707,-93.0347213,,,,,,,,,,,,
Heartland Feed Services - Celina,417 W Market St,Celina,Ohio,45822,40.5491732,-84.5758498,,,,,,,,,,,,
Midway Cooperative - Feedmill,134 S Locust St,Osborne,Kansas,67473,39.4367369,-98.6898182,,,,,,,,,,,,
Red Lion Grain Center,1000 Delta Rd,Red Lion,Pennsylvania,17356,39.8931502,-76.5645872,,,,,,,,,,,,
Florida Mineral Salt & Agricultural Products,4014 N 40th St,Tampa,Florida,33610,27.9822906,-82.4146199,,,,,,,,,,,,
Buckingham Co-Op Co,1236 Dwan St,Buckingham,Iowa,50612,42.2630335,-92.4483775,,,,,,,,,,,,
Country Partners Co-Op,101 W O'Neill Ave,Greeley,Nebraska,68842,41.5486671,-98.5369331,,,,,,,,,,,,
Preble Feed & Grain,6035 N 400 W,Preble,Indiana,46782,40.8325951,-85.0147287,,,,,,,,,,,,
Wolfe City Grain,300 TX-11,Wolfe City,Texas,75496,33.3758957,-96.0730905,,,,,,,,,,,,
Rumbold Valley Farm,411 N Chestnut St,Kewanee,Illinois,61443,41.2476115,-89.9280366,,,,,,,,,,,,
Linn Co-Op Oil Co Elevator,301 Broadway St,Springville,Iowa,52336,42.0599365,-91.4445877,,,,,,,,,,,,
"Riegel Feed & Grain, Inc",307 N Washington St,New Paris,Ohio,45347,39.8614749,-84.7930889,,,,,,,,,,,,
Ochsner Grain Co,703 W 3rd St,Madison,Nebraska,68748,41.827838,-97.4629865,,,,,,,,,,,,
Farmers Exchange Coop,Kingman St,Helena,Oklahoma,73741,36.5434724,-98.2684308,,,,,,,,,,,,
Farmers Exchange Coop,Kingman St,Helena,Oklahoma,73741,36.5434724,-98.2684308,,,,,,,,,,,,
Alabama Farmers Co-Op Inc,2414 Brown St,Guntersville,Alabama,35976,34.3533522,-86.2948853,,,,,,,,,,,,
Cargill,2930 Lake Guntersville Park Dr,Guntersville,Alabama,35976,34.3476171,-86.2872576,,,,,,,,,,,,
Clarkson Grain North Plant,924 IL-32,Cerro Gordo,Illinois,61818,39.9277076,-88.7279739,,,,,,,,,,,,
Clarkson Grain Company,320 E South St,Cerro Gordo,Illinois,61818,39.8913428,-88.7276243,,,,,,,,,,,,
Goldsboro Milling Co,553 N Beston Rd,La Grange,North Carolina,28551,35.3305998,-77.8503068,,,,,,,,,,,,
Southeastern Grain Co LLC,3318 Willie Measley Rd,La Grange,North Carolina,28551,35.2913059,-77.752278,,,,,,,,,,,,
Ritzville Warehouse Co. - Templin Grain Facility,1803 E Danekas Rd,Ritzville,Washington,99169,47.1484613,-118.3451628,,,,,,,,,,,,
Proximity Malt,1001 N County Rd 3 E,Monte Vista,Colorado,81144,37.588478,-106.09552,,,,,,,,,,,,
ADM Seward,16100 3rd St,Seward,Illinois,61077,42.2359405,-89.3503146,,,,,,,,,,,,
Mountaire Farms Grain Elevator -- Harrington,615 Rd 316,Harrington,Delaware,19952,38.915025,-75.5712679,,,,,,,,,,,,
Winnebago Grain & Feed,315 W Main St,Winnebago,Illinois,61088,42.2664168,-89.2455692,,,,,,,,,,,,
Graymont Co-Op Association Grain Elevator,403 Main St,Graymont,Illinois,61743,40.8802534,-88.777882,,,,,,,,,,,,
CHS Southwest Grain - Durum Terminal,1519 W Broadway St,Dickinson,North Dakota,58601,46.8757754,-102.8092329,,,,,,,,,,,,
ADM/Growmark-Destrehan Elevator,LA-48,Destrehan,Louisiana,70047,29.9423098,-90.3574128,,,,,,,,,,,,
Goodwine Co-Op Grain Company,1982 County Rd 1020 N,Milford,Illinois,60953,40.6344345,-87.7561811,,,,,,,,,,,,
Havestland Cooperative,477 S County Rd 600 E,New Castle,Indiana,47362,39.9240341,-85.273468,,,,,,,,,,,,
Nitty Gritty Grains of Vermont,4458 Lake Rd,Charlotte,Vermont,5445,44.2905706,-73.2710077,,,,,,,,,,,,
Blount County Farmer Co-Op,810 2nd Ave E,Oneonta,Alabama,35121,33.952655,-86.468527,,,,,,,,,,,,
AgVantage FS - Dewar,5901 1st St,Dewar,Iowa,50623,42.5253511,-92.222863,,,,,,,,,,,,
AgVantage FS - Dewar,5901 1st St,Dewar,Iowa,50623,42.5253511,-92.222863,,,,,,,,,,,,
Dawson Grain Co-Op,1099 Diagonal St,Dawson,Minnesota,56232,44.9370989,-96.0705941,,,,,,,,,,,,
Yoakum Grain Inc,915 W Gonzales St,Yoakum,Texas,77995,29.2982959,-97.1557532,,,,,,,,,,,,
Bottlinger Grain,460 County Road 932,Hamilton,Texas,76531,31.6865891,-98.1186493,,,,,,,,,,,,
MFA Agri Services,105 W 22nd St,Higginsville,Missouri,64037,39.0726437,-93.7195812,,,,,,,,,,,,
Rock River Lumber & Grain,13024 Lincoln Rd,Morrison,Illinois,61270,41.8271158,-89.9976755,,,,,,,,,,,,
Link Feed Ingredients Black,2480 US-60,Friona,Texas,79035,34.6826138,-102.6112248,,,,,,,,,,,,
Nexus,742 Hwy Ave S,Blooming Prairie,Minnesota,55917,43.858254,-93.049212,,,,,,,,,,,,
Farmers Elevator Co of Lowder,,Lowder,Illinois,62662,39.55,-89.85,,,,,,,,,,,,
"Western Grain Marketing, LLC",7517 S Bluff Springs Rd,Bluff Springs,Illinois,62622,39.9877165,-90.345461,,,,,,,,,,,,
Key Cooperative,1380 US-63,New Sharon,Iowa,50207,41.4538477,-92.6481531,,,,,,,,,,,,
Litchfield Grain Co,113 Stock St,Litchfield,Michigan,49252,42.0422136,-84.7581652,,,,,,,,,,,,
Freeland Bean & Grain Inc,1000 E Washington Rd,Freeland,Michigan,48623,43.5245721,-84.1115025,,,,,,,,,,,,
Assumption Co-Op Grain Co,104 W North St,Assumption,Illinois,62510,39.5218313,-89.0495317,,,,,,,,,,,,
Perdue AgriBusiness - Exmore Grain Elevator,11430 Oakland Dr,Exmore,Virginia,23350,37.5155896,-75.8309268,,,,,,,,,,,,
Perdue AgriBusiness - Roberts Grain Elevator,133 Brierleys Mill Rd,Church Hill,Maryland,21623,39.117134,-75.9091949,,,,,,,,,,,,
Farmers Grain Co of Central Il,215 S Lincoln St,Warrensburg,Illinois,62573,39.9298048,-89.0606616,,,,,,,,,,,,
Bucyrus Elevator Division,970 Nevada Rd,Bucyrus,Ohio,44820,40.808843,-82.990168,,,,,,,,,,,,
AgState,100 Main St,Aurelia,Iowa,51005,42.7102383,-95.4364295,,,,,,,,,,,,
Viserion Grain Caruthersville,100 Ward Ave,Caruthersville,Missouri,63830,36.1946299,-89.6541136,,,,,,,,,,,,
"Mundy Inc, Est 1907, Grain Elevator, Cotton Gin, Grain Marketing",529 Corker Rd,Waynesboro,Georgia,30830,33.0918796,-82.0104354,,,,,,,,,,,,
The Arthur Companies - Page Elevator,109 Young Ave,Page,North Dakota,58064,47.156603,-97.5730369,,,,,,,,,,,,
GREAT NORTHERN AG,6373 39th St NW #9790,Plaza,North Dakota,58771,47.9782495,-101.9533842,,,,,,,,,,,,
"Michigan Agricultural Commodities, Inc - MAC",10895 US-223,Blissfield,Michigan,49228,41.826443,-83.847067,,,,,,,,,,,,
The Arthur Companies - Harvey Bird Food,110 7th St E,Harvey,North Dakota,58341,47.7711584,-99.9331098,,,,,,,,,,,,
The Arthur Companies - Harvey Prairie Towers,3259 US-52,Harvey,North Dakota,58341,47.746274,-99.8820161,,,,,,,,,,,,
"Grain Vacs, Inc.",1411 N 36th Pl,Clear Lake,Iowa,50428,43.149027,-93.345406,,,,,,,,,,,,
Brink Brothers Grain & Trucking Inc,29433 US-50,Sandoval,Illinois,62882,38.6169586,-89.1505966,,,,,,,,,,,,
Viserion Grain Lettsworth,17783 LA-418,Lettsworth,Louisiana,70753,30.9796903,-91.7861315,,,,,,,,,,,,
CHS,10955 North St,Waverly,Illinois,62692,39.5518411,-89.8502632,,,,,,,,,,,,
Martin Farms - Certified Public Scale,12067 S Lammers Rd,Tracy,California,95304,37.7900989,-121.4540347,,,,,,,,,,,,
"The DeLong Co., Inc.",47W725 Allen Rd,Hampshire,Illinois,60140,42.1047506,-88.5440878,,,,,,,,,,,,
Farmers Grain Terminal Inc,368 N Martin Luther King Jr Ave,Indianola,Mississippi,38751,33.5459102,-90.5365021,,,,,,,,,,,,
Ruleville-Drew Grain Elevator,3887 Highway 49,Drew,Mississippi,38737,33.7864,-90.5339,,,,,,,,,,,,
Prairie Central Co-Op Fairbury,301 E Locust St,Fairbury,Illinois,61739,40.7468216,-88.5092161,,,,,,,,,,,,
O'Neill Grain Co,406 S Tenth St,O'Neill,Nebraska,68763,42.4528917,-98.6380082,,,,,,,,,,,,
Cargill Inc,87087 494th Ave,O'Neill,Nebraska,68763,42.4500885,-98.622261,,,,,,,,,,,,
Cadott Grain Services,22939 Co Hwy X,Cadott,Wisconsin,54727,44.9285384,-91.2097547,,,,,,,,,,,,
Minier Cooperative Grain Co,101 N Main Ave,Minier,Illinois,61759,40.4338092,-89.3154399,,,,,,,,,,,,
Christian County F/S,117 Clay St,Rosamond,Illinois,62083,39.3801692,-89.1626909,,,,,,,,,,,,
Loudonville Farmers Equity Co,514 W Main St,Loudonville,Ohio,44842,40.637048,-82.2404276,,,,,,,,,,,,
Gregory Farmers Elevator Co,121 S Main St,Gregory,South Dakota,57533,43.2270557,-99.4307661,,,,,,,,,,,,
Reinke Grain Co,301 Main St,Ashton,Idaho,83420,44.072091,-111.4510174,,,,,,,,,,,,
St Olaf AG Sales & Services,101 E Hill St,St Olaf,Iowa,52072,42.9282701,-91.3855475,,,,,,,,,,,,
Goldsboro Milling Grain Company,4428 Wallace St,Farmville,North Carolina,27828,35.593314,-77.5957814,,,,,,,,,,,,
Farmward Cooperative,36609 US-14,Springfield,Minnesota,56087,44.2564239,-94.9140396,,,,,,,,,,,,
Perdue AgriBusiness - Belhaven Grain Elevator,431 W Main St,Belhaven,North Carolina,27810,35.5430379,-76.6282852,,,,,,,,,,,,
Chester County Grain,198 W 3rd St,Henderson,Tennessee,38340,35.4452037,-88.6476652,,,,,,,,,,,,
Beachner Grain Inc,401 W Twenty First St,Chanute,Kansas,66720,37.660027,-95.4607224,,,,,,,,,,,,
Herrick Hill Farms,26186 US Hwy 6 And 19,Cambridge Springs,Pennsylvania,16403,41.8402512,-80.0259114,,,,,,,,,,,,
Texhoma Wheat Growers - Guymon Location,3205 County Road W,Guymon,Oklahoma,73942,36.6746673,-101.4551315,,,,,,,,,,,,
MN Valley Grain,392 W Derrynane St,Le Center,Minnesota,56057,44.3854714,-93.7410985,,,,,,,,,,,,
Kanza Cooperative Association- Andale Branch,219 Main St,Andale,Kansas,67001,37.7895186,-97.6305657,,,,,,,,,,,,
La Harpe Elevator,201 Toledo Peoria and Western Railroad,La Harpe,Illinois,61450,40.578795,-90.9672303,,,,,,,,,,,,
Central Farm Service Kenyon,806 2nd St,Kenyon,Minnesota,55946,44.2722936,-92.9833899,,,,,,,,,,,,
Soda Springs Elevator Inc,,Soda Springs,Idaho,,42.6580366,-111.6012015,,,,,,,,,,,,
Farmers Elevator,320 MT-16,Glendive,Montana,59330,47.1442031,-104.7064666,,,,,,,,,,,,
Clark Specialty Grains,22530 S Banner Rd,Gothenburg,Nebraska,69138,40.9302758,-100.3018288,,,,,,,,,,,,
Irsik & Doll Sublette Elevator,1534 US-56,Sublette,Kansas,67877,37.4891694,-100.8278127,,,,,,,,,,,,
Adm Grain,1892 US-83,Sublette,Kansas,67877,37.4768867,-100.8703732,,,,,,,,,,,,
Idaho Milling & Grain,430 W 445 N,Malad City,Idaho,83252,42.194983,-112.2569377,,,,,,,,,,,,
"United Equity, Inc - Grain and HQ",104 S Main St,Delphos,Ohio,45833,40.8424321,-84.3393589,,,,,,,,,,,,
Nortana Grain Co,101 1st Ave SW,Lambert,Montana,59243,47.681331,-104.6235428,,,,,,,,,,,,
Graymont Co-Op Association Feed Mill,401 Main St,Graymont,Illinois,61743,40.8792196,-88.7776499,,,,,,,,,,,,
Kahle Supply & Feed Mill Inc,120 E Main St,Kalida,Ohio,45853,40.9808388,-84.2013221,,,,,,,,,,,,
Top AG Co-Op,702 S Elevator St,Okawville,Illinois,62271,38.4232892,-89.5516373,,,,,,,,,,,,
Farmers Coop Society of Stamford/Radium,504 S Swenson St,Stamford,Texas,79553,32.9401438,-99.8035193,,,,,,,,,,,,
Kaytee Products Inc,55 N Sillyman St,Cressona,Pennsylvania,17929,40.6357946,-76.1957627,,,,,,,,,,,,
Grelton Elevator Inc,6944 Co Rd M,Grelton,Ohio,43523,41.3420312,-83.9992037,,,,,,,,,,,,
Grelton Elevator Inc,6944 Co Rd M,Grelton,Ohio,43523,41.3420312,-83.9992037,,,,,,,,,,,,
Farmers Cooperative Elevator,201 E Orin St,Gordon,Nebraska,69343,42.8023659,-102.2015349,,,,,,,,,,,,
AgrowStar LLC,801 GA-247,Bonaire,Georgia,31005,32.5350811,-83.5945392,,,,,,,,,,,,
Poulin Grain,2938 Dartmouth College Hwy,North Haverhill,New Hampshire,3774,44.0947162,-72.0248059,,,,,,,,,,,,
CHS Inc,4556 US 49,Mt Olive,Mississippi,39119,31.7103289,-89.62275,,,,,,,,,,,,
AgBest Cooperative,1746 E 200 N,Hartford City,Indiana,47348,40.4782829,-85.3358459,,,,,,,,,,,,
Hostetter Grain Inc - Oxford,481 Limestone Rd,Oxford,Pennsylvania,19363,39.8191756,-75.9655045,,,,,,,,,,,,
Ludlow Co-Op Grain Elevator Co,1055 N Railroad Ave,Paxton,Illinois,60957,40.4725422,-88.0906735,,,,,,,,,,,,
Pender Grain,214 north 3rd St,Pender,Nebraska,68047,42.1158251,-96.7063909,,,,,,,,,,,,
Southern Milling Co,109 S Lindell St,Martin,Tennessee,38237,36.3461493,-88.8501481,,,,,,,,,,,,
Luckey Farmers,23615 Lemoyne Rd,Lemoyne,Ohio,43441,41.4970269,-83.4737829,,,,,,,,,,,,
CHS Inc,12 MT-16,Glendive,Montana,59330,47.1081361,-104.7348655,,,,,,,,,,,,
ADM Stateline,rte 3 box 41 9837th mile Hooker,Hooker,Oklahoma,73945,36.9930061,-101.3619115,,,,,,,,,,,,
Total Grain Marketing,16249 E County Rd 1400 N,Charleston,Illinois,61920,39.5777973,-88.1737104,,,,,,,,,,,,
Glasgow MFA,402 10th St,Glasgow,Missouri,65254,39.2242714,-92.8302137,,,,,,,,,,,,
AG Processing Inc,500 N Commercial Ave,Eagle Grove,Iowa,50533,42.668881,-93.904999,,,,,,,,,,,,
ADM Tuscola,920 US-36,Tuscola,Illinois,61953,39.7947007,-88.2973541,,,,,,,,,,,,
Crop Production Services Inc,200 Center St,Fairmont,North Carolina,28340,34.4964712,-79.1133555,,,,,,,,,,,,
Cargill Animal Nutrition,1006 Industrial Park Dr,Montgomery City,Missouri,63361,38.965464,-91.4967816,,,,,,,,,,,,
Dakota Mill & Grain,426 Omaha St,Rapid City,South Dakota,57701,44.0830723,-103.2231817,,,,,,,,,,,,
Farmers Co-Op Equity Co,1447 River Rd,Medicine Lodge,Kansas,67104,37.2860736,-98.5949058,,,,,,,,,,,,
Farmers Co-Op Equity Co,1447 River Rd,Medicine Lodge,Kansas,67104,37.2860736,-98.5949058,,,,,,,,,,,,
Tremont Cooperative Grain Co,14697 Baer Rd,Tremont,Illinois,61568,40.5346544,-89.4733401,,,,,,,,,,,,
"Geary Grain, Inc",340 E 13th St,Junction City,Kansas,66441,39.0355623,-96.8241818,,,,,,,,,,,,
Farmward Cooperative,706 E Lincoln Ave,Olivia,Minnesota,56277,44.7767186,-94.9874211,,,,,,,,,,,,
Gold'n Plump Poultry Feed Mill,607 Lark Rd NW,Sauk Rapids,Minnesota,56379,45.6554047,-94.1799656,,,,,,,,,,,,
ADM Hoopeston,837 N Market St,Hoopeston,Illinois,60942,40.4785139,-87.6695842,,,,,,,,,,,,
DeLong Company,"N, 545 Salt Box Rd",Sharon,Wisconsin,53585,42.5099116,-88.7485515,,,,,,,,,,,,
The DeLong Co. Inc.,"Route 23 and, US-30",Waterman,Illinois,60556,41.7683237,-88.7567582,,,,,,,,,,,,
Hardy Grain Company,7113 Shabbona Grove Rd,Waterman,Illinois,60556,41.7336222,-88.8094531,,,,,,,,,,,,
Ag Producers Co-op Olton Elevator,910 1st St,Olton,Texas,79064,34.1886611,-102.1390764,,,,,,,,,,,,
Carson Grain Co,905 Central Ave,Center Point,Iowa,52213,42.1935321,-91.7808802,,,,,,,,,,,,
Cargill Animal Nutrition,219 Right of Way Rd,Sterling,Colorado,80751,40.6265303,-103.2017764,,,,,,,,,,,,
Cargill Animal Nutrition,219 Right of Way Rd,Sterling,Colorado,80751,40.6265303,-103.2017764,,,,,,,,,,,,
Colorado Agri Products,450 Angus Ave,Sterling,Colorado,80751,40.6369209,-103.1916503,,,,,,,,,,,,
Coastal Plains Farmers Co-Op,501 Oglesby Ave,Quitman,Georgia,31643,30.7936405,-83.5549218,,,,,,,,,,,,
CHS Garrison,21 Railroad St,Garrison,North Dakota,58540,47.6505427,-101.4192828,,,,,,,,,,,,
Consolidated Grain and Barge Co.,2073 Co Rd 337,Caruthersville,Missouri,63830,36.2294061,-89.7019028,,,,,,,,,,,,
Anchor Ingredients - Buffalo Plant,80 Main St,Buffalo,North Dakota,58011,46.9200706,-97.5613174,,,,,,,,,,,,
CHS Inc,81 Great Northern Ave W,Casselton,North Dakota,58012,46.9037236,-97.2217874,,,,,,,,,,,,
The DeLong Co. Inc.,21602 W Railroad St,Marengo,Illinois,60152,42.2561225,-88.6186676,,,,,,,,,,,,
ADM Livingston Point,1964 Clarks Ferry Rd,Ledbetter,Kentucky,42058,37.049857,-88.5357063,,,,,,,,,,,,
Fulton Grain Co,109 Harden's Chapel Rd,Fulton,Mississippi,38843,34.2771146,-88.3729859,,,,,,,,,,,,
Heritage Cooperative,8741 OH-53,McCutchenville,Ohio,44844,40.996305,-83.2543121,,,,,,,,,,,,
Assumption Cooperative Grain Company,365 N 2500 East Rd,Pana,Illinois,62557,39.397993,-89.065064,,,,,,,,,,,,
Agrowstar Wrens,112 Walden St NW,Wrens,Georgia,30833,33.1968574,-82.4025573,,,,,,,,,,,,
Bullocks Inc,113 E Monroe St,Maquoketa,Iowa,52060,42.0565088,-90.6645115,,,,,,,,,,,,
Pomeroy Grain Growers Inc,856 Main St,Pomeroy,Washington,99347,46.4740995,-117.5982953,,,,,,,,,,,,
Cal-Bean & Grain Co-Op Inc,464 W Oak Ave,Pixley,California,93256,35.9831851,-119.2978572,,,,,,,,,,,,
Avilla Grain Inc,517 Van Scoyoc St,Avilla,Indiana,46710,41.3604786,-85.2355529,,,,,,,,,,,,
Russell Grain Inc,101 S Downen St,Industry,Illinois,61440,40.3271183,-90.6086182,,,,,,,,,,,,
Dakota Midland Grain,1200 153rd St NE,Norwich,North Dakota,58768,48.2478673,-101.0571525,,,,,,,,,,,,
Smithfield Grain (Wilson),1711 US-301,Wilson,North Carolina,27893,35.7037179,-77.9206001,,,,,,,,,,,,
United Quality Cooperative Grain Elevator New Town,222 3rd St S,New Town,North Dakota,58763,47.9779608,-102.4911589,,,,,,,,,,,,
Sanderson Farms,1111 N Fir Ave,Collins,Mississippi,39428,31.6778738,-89.5912003,,,,,,,,,,,,
Cargill Animal Nutrition,149 Jonergin Dr,Swanton,Vermont,5488,44.9332459,-73.1363949,,,,,,,,,,,,
ADM Logansport,2626 S Co Rd 275 W,Logansport,Indiana,46947,40.7257265,-86.4263698,,,,,,,,,,,,
Willow Bayou Rice and Grain,400 Collins rd,Tallulah,Louisiana,71282,32.4351657,-91.2231679,,,,,,,,,,,,
CGB,132 Bunge Road,Tallulah,Louisiana,71282,32.4963712,-91.12295,,,,,,,,,,,,
Planter's Co-Op,200 Voss Ave,Odem,Texas,78370,27.9524847,-97.5802608,,,,,,,,,,,,
Savage Riverport LLC,12100 Yosemite Ave,Savage,Minnesota,55378,44.7827014,-93.353614,,,,,,,,,,,,
Hudson Grain Company,1865 Springfield Rd,Franklin,Kentucky,42134,36.7091451,-86.6046714,,,,,,,,,,,,
Beachner Grain Inc,1004 Mill St,Neodesha,Kansas,66757,37.4147353,-95.6863119,,,,,,,,,,,,
"Koehl Enterprises, LLC DBA Koehl Bros.",502 W Walnut St,Fairbury,Illinois,61739,40.7460809,-88.5201316,,,,,,,,,,,,
Montana Specialty Mills LLC,336 Eagle Dr,Conrad,Montana,59425,48.1626481,-111.9330525,,,,,,,,,,,,
United Grain Corporation - Conrad,750 Josephine Lane,Conrad,Montana,59425,48.1386871,-111.968788,,,,,,,,,,,,
Tyson Foods Local Grain Services - Camilla,300 Industrial Blvd,Camilla,Georgia,31730,31.2161264,-84.1966648,,,,,,,,,,,,
Stryker Farmer's Exchange,114 S West St,Stryker,Ohio,43557,41.5028049,-84.419646,,,,,,,,,,,,
Danvers Elevator,200 S West St,Danvers,Illinois,61732,40.5268516,-89.1790237,,,,,,,,,,,,
ADM Newburgh,9521 IN-662,Newburgh,Indiana,47630,37.9463739,-87.4259283,,,,,,,,,,,,
Adm,2455 W Vassar Rd,Reese,Michigan,48757,43.4429054,-83.7523727,,,,,,,,,,,,
"Western Grain Marketing, LLC",550 Old Macomb Rd,Rushville,Illinois,62681,40.1256992,-90.569799,,,,,,,,,,,,
Garcia Grain Trading,FM 1015,Progreso,Texas,78579,26.0694335,-97.951059,,,,,,,,,,,,
Berwick Grain Co,1278 Berwick Rd,Berwick,Illinois,61417,40.7991292,-90.54371,,,,,,,,,,,,
Andersons - Delphi,3854 N Anderson Dr,Delphi,Indiana,46923,40.6025452,-86.6432148,,,,,,,,,,,,
Farmers Elevator Co,312 1st St SW,Pelican Rapids,Minnesota,56572,46.566244,-96.0854047,,,,,,,,,,,,
Total Grain Marketing,515 W Lincoln Dr,Greenup,Illinois,62428,39.2421899,-88.1686226,,,,,,,,,,,,
Mountaire Farms Grain Elevator - Wye Mills,14209 Old Wye Mills Rd,Wye Mills,Maryland,21679,38.9393615,-76.0798634,,,,,,,,,,,,
North Iowa Cooperative Elevator,914 N 14th St,Clear Lake,Iowa,50428,43.1436525,-93.3710354,,,,,,,,,,,,
CFC,41440 314th St,Springfield,South Dakota,57062,42.8366033,-97.9708334,,,,,,,,,,,,
Farmers Grain & Milling,3167 County Line Rd,Andrews,South Carolina,29510,33.4471921,-79.5869254,,,,,,,,,,,,
"Perdue AgriBusiness - Salisbury Grain Elevator, Oilseed Crush, Oil Refinery, and Feed Mill",6906 Zion Church Rd,Salisbury,Maryland,21804,38.3831839,-75.5296146,,,,,,,,,,,,
ADM New Madrid,734 New Madrid County Port Rd,Portageville,Missouri,63873,36.5286437,-89.569405,,,,,,,,,,,,
Elbow Lake Co-Op Grain Co,109 1st St SE,Elbow Lake,Minnesota,56531,45.990796,-95.9753216,,,,,,,,,,,,
Currituck Grain,461 Caratoke Hwy,Moyock,North Carolina,27958,36.5280091,-76.1814548,,,,,,,,,,,,
The Andersons,4198 S Huron Rd,Standish,Michigan,48658,43.9628868,-83.9591979,,,,,,,,,,,,
Central Commodities,105 High St,Stanberry,Missouri,64489,40.2127988,-94.5445599,,,,,,,,,,,,
"Michigan Agricultural Commodities, Inc. - MAC",7115 Maple Valley Rd,Brown City,Michigan,48416,43.2095502,-82.9773056,,,,,,,,,,,,
Millington Elevator & Supply,8457 Elevator,Millington,Michigan,48746,43.2821771,-83.5287409,,,,,,,,,,,,
Flint Hills Grain LLC,513 W 1st St,Abilene,Kansas,67410,38.9149936,-97.2209417,,,,,,,,,,,,
United Grain Corporation - Mayville (Uptown) (Mayport Farmers Co-Op),945 3rd St SE,Mayville,North Dakota,58257,47.4973527,-97.3077786,,,,,,,,,,,,
Mayport Farmers Co-Op,217 3rd St SE,Mayville,North Dakota,58257,47.4977106,-97.3220925,,,,,,,,,,,,
Pandora Grain & Supply,305 S Jefferson St,Pandora,Ohio,45877,40.9458108,-83.960694,,,,,,,,,,,,
Waukomis Co-Op,306 E Euclid St,Waukomis,Oklahoma,73773,36.2798461,-97.8961563,,,,,,,,,,,,
"Prairie Creek Grain Company, Inc.",29400 IL-53,Elwood,Illinois,60421,41.3505183,-88.1359398,,,,,,,,,,,,
The DeLong Co. Inc. Elwood,2131 Logistics Dr,Elwood,Illinois,60421,41.439451,-88.1323748,,,,,,,,,,,,
AG Plus-Churubusco AG Center,9325 IN-205,Churubusco,Indiana,46723,41.2338732,-85.3134458,,,,,,,,,,,,
Blair AG LLC,450 Industrial Park Dr,Blair,Nebraska,68008,41.5413589,-96.1017761,,,,,,,,,,,,
Central Missouri Agri Service,465 W Marion St,Marshall,Missouri,65340,39.1224668,-93.2015509,,,,,,,,,,,,
ADM Animal Nutrition,2201 E 13th Ave,Cordele,Georgia,31015,31.967011,-83.7479934,,,,,,,,,,,,
"Premier Grain, Sabina",292 Howard St,Sabina,Ohio,45169,39.4921793,-83.6354175,,,,,,,,,,,,
Newellton Elevator Co,905 Verona St,Newellton,Louisiana,71357,32.0710917,-91.2474111,,,,,,,,,,,,
H & H Feed & Grain Inc,14093 Portage Rd,Vicksburg,Michigan,49097,42.1131618,-85.5677829,,,,,,,,,,,,
Two Rivers Cooperative,109 South St,Pella,Iowa,50219,41.3966564,-92.9045672,,,,,,,,,,,,
CHS,1 Cooperatve Way,Peru,Illinois,61354,41.3212244,-89.1459819,,,,,,,,,,,,
Genoa Grain,934 NY-34,Genoa,New York,13071,42.6585841,-76.525611,,,,,,,,,,,,
"Southeastern Grain Company, Red Springs NC",1108 Daniel McLeod Rd,Red Springs,North Carolina,28377,34.7608342,-79.1481653,,,,,,,,,,,,
Perdue AgriBusiness - Tappahannock Grain Elevator,1000 Granary Rd,Tappahannock,Virginia,22560,37.9177194,-76.8541399,,,,,,,,,,,,
"Michigan Agricultural Commodities, Inc. - MAC",216 Eastman St,Breckenridge,Michigan,48615,43.4092955,-84.4771667,,,,,,,,,,,,
Michigan Agricultural Commodities - MAC (Ransom Rd),7575 E Monroe Rd,Breckenridge,Michigan,48615,43.4103317,-84.4581222,,,,,,,,,,,,
ADM Shelbina,308 E Chestnut St,Shelbina,Missouri,63468,39.6919334,-92.0365349,,,,,,,,,,,,
Farmers Cooperative Association,411 E St,Snyder,Oklahoma,73566,34.6625621,-98.9522111,,,,,,,,,,,,
Cologne Milling Co,206 Mill St E,Cologne,Minnesota,55322,44.7686771,-93.7806902,,,,,,,,,,,,
