Company Name,Lat / Long,Street_Address,City,State_Parsed,ZIP_Parsed,Phone_Number,Title,Manager_Name,Email,Capacity,Category,CWTS_Flour_Mills
Landus Cooperative,,69866 Hwy. 210,Collins,IA,50055,(641) 385-2364,Regional manager,Amanda De Jong,,"2,261,000 bus up; 968,000 bus fl.",Grain,
"New Cooperative, Inc.",,700 Eagle St.,Duncombe,IA,50532,(515) 955-9001,Manager,Andrew Barton,duncombe@newcoop.com,"2,457,000 bus up; 1,398,000 bus fl.",Grain,
Grain Craft,,700 Milner Dr.,Birmingham,AL,35214,(205) 798-2360,Plant Manager,Bob Ruckman,,"1,750,000 bus up.",Grain,
Grain Craft,,700 Milner Dr.,Birmingham,AL,35214,(205) 798-2360,Plant manager,Bob Ruckman,,"18,500 cwts",Flour mills,
"Bunge North America, Llc",,700 N. Rangeline Rd.,Morristown,IN,46161,(765) 818-1111,Manager,Britt Kagay,britt.kagay@bunge.com,"4,744,000 bus up",Grain,
"Cargill, Incorporated",,700 Oregon St.,Muscatine,IA,52761,(563) 263-4343,,,,"1,256,000 bus up",Grain,
Archer Daniels Midland Co.,,701 Cash St.,Burlington,IA,52601,(319) 753-2857,Regional Manager,Dan Bowman,,"456,000 bus up; 1,5364,400 bus fl.",Grain,
Grain Craft,,701 E. 17th St.,Wichita,KS,67214,(316) 267-7311,Plant Manager,Andrew Moore,,"2,000,000 bus up.",Grain,
Grain Craft,,701 E. 17th St.,Wichita,KS,67214,(316) 267-7311,Plant superindendent,Andrew Moore,,"19,600 cwts.",Flour mills,
"Premier Cooperative, Inc.",,"701 N. Commercial Rd., P.O. Box 69",Thomasboro,IL,61878,(217) 643-3215,Regional Operations Manager,Jason Risley,,"3,600,000 bus up.",Grain,
"New Cooperative, Inc.",,701 N. Main St.,Everly,IA,51338,(712) 454-1038,Location Manager,Steve Loerts,,,Grain,
"Bartlett Milling Co., Lp",,701 S. Center St.,Statesville,NC,28677,(704) 872-9581,President,Bob Knief,,"15,000 cwts",Flour mills,
"Bartlett Milling Co., Lp",,701 S. Center St.,Statesville,NC,28677,(704) 872-9581,President,Bob Knief,,,Specialty Mills,
"Cargill, Incorporated",,702 Fair St.,Madison,MN,56256,(320) 598-7631,,,,"1,318,000 bus up.",Grain,
"Viterra Usa Grain, Llc",,70454 Hwy. 61,Benkelman,NE,69033,(308) 313-7820,Manager,Tracy Baker,,"1,387,000 bus up; 2,839,000 bus fl.",Grain,
Gilster Mary Lee Corp.,,"705 N. Sparta St., P.O. Box 98",Steeleville,IL,62288,(618) 965-3426,Plant superintendent,Louis Oulvey,,,Mix Plants,
Landus Cooperative,,"705 Packwaukee St., P.O. Box 307",New Hartford,IA,50660,(319) 983-2259,Regional manager,Amanda De Jong,,"2,680,000 bus up.",Grain,
Pride Ag Resources,,706 Bent St.,Ensign,KS,67841,(620) 865-4121,Branch manager,Jerry Pegelow,jpegelow@prideag.com,"4,248,000 bus up",Grain,
Siemer Milling Co.,,707 Harrison Brookville Rd.,West Harrison,IN,47060,(812) 637-4080,Plant manager,Sunil Maheshwari,,"2,227,000 bus up",Grain,
Siemer Milling Co.,,707 Harrison Brookville Rd.,West Harrison,IN,47060,(812) 637-4080,Plant manager,Sunil Maheshwari,,"10,500 cwts",Flour mills,
Siemer Milling Co.,,707 Harrison Brookville Rd.,West Harrison,IN,47060,(812) 637-4080,Plant manager,Sunil Maheshwari,,,Specialty Mills,
"Riceland Foods, Inc.",,708 Hwy. 11 N.,Des Arc,AR,72040,(870) 256-4125,District manager,Drew Widener,riceland@riceland.com,"2,778,000 bus up; 300,000 bus fl.",Grain,
Archer Daniels Midland Co.,,708 Water St,Henry,IL,61537,(309) 364-3344,Superintendent,Jeff Janusick,,"552,000 bus up.",Grain,
The Scoular Company,,709 Commercial St.,Downs,KS,67437,(785) 454-3513,Facility manager,Doug Lantz,information@scoular.com,"2,200,000 bus up",Grain,
Mennel Grain – Farm (Upper Sandusky),,7097 CR 47,Upper Sandusky,OH,43351,(419) 294-3078,Operations manager,Don Rall,graindivision@mennel.com,"905,000 bus up.",Grain,
"Columbia Grain International, Llc",,70th Ave. N.E.,Carrington,ND,58421,(701) 652-2831,Manager,Jeff Knudson,rmyers@columbiagrain.com,"334,000 bus up",Grain,
Pride Ag Resources,,"710 W. Trail St., P.O. Box 610",Dodge City,KS,67801,(620) 225-4193,Branch manager,Kim Snyder,ksnyder@prideag.com,"1,837,000 bus up",Grain,
"Viterra Usa Grain, Llc",,711 Old Brickyard Rd.,McLeansboro,IL,62859,(618) 643-2337,Regional Manager,Cody Smith,milling@adm.com,"775,000 bus up.",Grain,
"Michigan Agricultural Commodities, Inc.",,"7115 Maple Valley Rd., P.O. Box 399",Brown City,MI,48416,(810) 346-2711,Facility manager,Chuck Kunisch,ckunisch@michag.com,"3,600,000 bus up",Grain,
United Cooperative,,713 Stanton St.,Ripon,WI,54971,(920) 748-7488,,,,"7,292,549 bus up",Grain,
Farmers Cooperative,,71445-573rd Ave.,Jansen,NE,68377,(402) 424-2230; (800) 625-4807,Grain manager,Steven Arena,sarena@farmersco-operative.com,"4,465,286 bus up.",Grain,
Ardent Mills,,715 E. 13th St.,Wichita,KS,67214,(316) 670-8002,Regional plant manager,David Byers,david.byers@ardentmills.com,"27,000 cwts.",Flour mills,
Ardent Mills,,715 E. 13th St. N.,Wichita,KS,67214,(316) 670-8011,Manager,David Byers,david.byers@ardentmills.com,"2,500,000 bus up",Grain,
"Lakeside Mills, Inc.",,716 W. Main St.,Spindale,NC,28160,(828) 286-4866,VP,Aaron King,sales@lakesidemills.com,600 cwts,Flour mills,
"Lakeside Mills, Inc.",,716 W. Main St.,Spindale,NC,28160,(828) 286-4866,VP,Aaron King,sales@lakesidemills.com,"12,000 bus.",Specialty Mills,
"Lakeside Mills, Inc.",,716 W. Main St.,Spindale,NC,28160,(828) 286-4866,VP,Aaron King,sales@lakesidemills.com,,Mix Plants,
Frenchman Valley Farmers Co-Op,,71730 Hwy. 17,Culbertson,NE,69024,(308) 882-3200,Location Manager,Jay Pilgrim,info@fvcoop.com,"3,500,000 bus up",Grain,
"Viterra Usa Grain, Llc",,719 County Rd. 850 N.,Browns,IL,62818,(618) 446-5121,Manager,Brett Barnard,,"1,155,000 bus up; 2,245,000 bus fl",Grain,
Superior Ag,,719 Harvest Lane,Princeton,IN,47670,(812) 385-3487,Grain merchandiser,Sharon Manuell,,"2,214,000 bus up.",Grain,
"Hopkinsville Elevator Co., Inc.",,"720 Barge Point Rd., P.O. Box 2367",Clarksville,TN,37042,(931) 552-2418,Manager,Larry Waynick,larrywaynick@hop-elevator.com,"1,014,000 bus up",Grain,
United Cooperative,,720 N. Main St.,Oconto Falls,WI,54154,(920) 846-4775,,,,"2,598,000 bus up",Grain,
Cooperative Elevator Co.,,7211 E. Michigan Ave.,Pigeon,MI,48755,(989) 453-4500,CEO,Scott Gordon,info@coopelev.com,"7,000,000 bus up.",Grain,
Smithfield Grain,,"7211 Shawnee, P.O. Box 98",Harpster,OH,43323,(740) 692-7244,,,,"1,081,000 bus up.",Grain,
"Perdue Agribusiness Grain, Llc (Grain & Oilseed)",,73 Silverlake Rd.,Bridgeton,NJ,8302,(856) 455-1166,Manager,Matthew Colameco,matthew.colameco@perdue.com,"1,275,000 bus up",Grain,
P&H Milling Group,,730 Marginal Rd.,Halifax,NS,B3J 3C4,(902) 429-0622,Operations manager,Robert Bradford,info@phmilling.com,"7,700 cwts",Flour mills,
"Cargill, Incorporated",,"73033 L Rd., P.O. Box 468",Holdrege,NE,68949,(308) 995-8656,,,,"3,075,000 bus up",Grain,
Consolidated Grain & Barge Co.,,7305 Illinois Hwy. 26,Princeton,IL,61356,(815) 659-3366,GM,Nathan Schmidgall,,"1,292,000 bus up; 1,796,000 bus fl",Grain,
"Big J Milling & Elevator Co., Inc.",,"733 W. Forest, P.O. Box 717",Brigham City,UT,84302,(435) 723-3459,President,John Reese,,"1,920 cwts.",Flour mills,
Archer Daniels Midland Co.,,734 New Madrid Court,New Madrid,MO,63866,(573) 643-0055,Manager,Ryan Thurston,,"1,423,000 bus up.",Grain,
Bakemark,,7351 Crider Ave.,Pico Rivera,CA,90660,(562) 949-1054,,,information@bakemark.com,,Mix Plants,
"Bunge Milling, Inc.",,7383 N. 100 W.,Worthington,IN,47471,(812) 875-3113,Plant manager,Leonardo Olavarrieta,leonardo.olavarrieta@bunge.com,,Grain,
Bunge Milling,,7383 N. 100 W.,Worthington,IN,47471,(812) 875-3113,East region manager,John Greibat,millingsales@bunge.com,"3,333 bus.",Specialty Mills,
"Viterra Usa Grain, Llc",,7415 Terminal Rd.,Owensboro,KY,42355,(270) 264-5570,Manager,Trey Utsler,joe@hop-elevator.com,"1,445,000 bus up; 1,330,000 bus fl.",Grain,
Clifton Mill Co.,,"75 Water St., P.O. Box 100",Clifton,OH,45316,(937) 767-5501,Owner,Anthony Satariano Jr.,info@cliftonmill.com,400 cwts,Flour mills,
Clifton Mill Co.,,"75 Water St., P.O. Box 100",Clifton,OH,45316,(937) 767-5501,Owner,Anthony Satariano Jr.,info@cliftonmill.com,400 cwts,Specialty Mills,
Clifton Mill Co.,,"75 Water St., P.O. Box 100",Clifton,OH,45316,(937) 767-5501,Owner,Anthony Satariano Jr.,info@cliftonmill.com,,Specialty Mills,
Clifton Mill Co.,,"75 Water St., P.O. Box 100",Clifton,OH,45316,(937) 767-5501,Owner,Anthony Satariano Jr.,info@cliftonmill.com,"12,000 bus.",Specialty Mills,
Clifton Mill Co.,,"75 Water St., P.O. Box 100",Clifton,OH,45316,(937) 767-5501,Owner,Anthony Satariano Jr.,info@cliftonmill.com,,Mix Plants,
"Riceland Foods, Inc.",,755 Main St,Knobel,AR,72435,(870) 259-3244,Manager,David Burkheart,riceland@riceland.com,"808,000 bus up.",Grain,
"Cargill, Incorporated",,758 State Hwy.,NCharleston,MO,63834,(573) 683-3358,,,,"2,615,000 bus up.",Grain,
The Scoular Company,,75875 Grainton Rd. 351,Wallace,NE,69169,(402) 528-3515,Facility Manager,Blake Miller,information@scoular.com,"2,500,000 bus up.",Grain,
"Viterra Usa Grain, Llc",,7646 County Rd. 125 E.,Shelburn,IN,47879,(812) 397-5710,Manager,Jason Tutt,,"1,641,000 bus up; 3,108,000 bus fl",Grain,
The Scoular Company,,766 E. 20th St. S.,Wellington,KS,67152,(620) 326-3313,Facility Manager,Vince Utter,information@scoular.com,"3,377,000 bus up.",Grain,
Heartland Co-Op,,770 City Rd. DD,Farwell,TX,79325,(806) 825-2565,Manager,Alan Bilyeu,info@heartlandcoop.com,"5,900,000 bus up.",Grain,
"Lindley Mills, Inc.",,7763 Lindley Mill Rd.,Graham,NC,27253,(336) 376-6190,President,Joe Lindley,orders@lindleymills.com,,Flour mills,
"Lindley Mills, Inc.",,7763 Lindley Mill Rd.,Graham,NC,27253,(336) 376-6190,President,Joe Lindley,orders@lindleymills.com,,Specialty Mills,
"Lindley Mills, Inc.",,7763 Lindley Mill Rd.,Graham,NC,27253,(336) 376-6190,President,Joe Lindley,orders@lindleymills.com,,Specialty Mills,
"Lindley Mills, Inc.",,7763 Lindley Mill Rd.,Graham,NC,27253,(336) 376-6190,President,Joe Lindley,orders@lindleymills.com,,Mix Plants,
The Krusteaz Co.,,7851 S. 192nd St.,Kent,WA,98032,(206) 816-7799,"Sr. VP, operations",Mike Meredith,,,Flour mills,
The Krusteaz Co.,,7851 S. 192nd St.,Kent,WA,98032,(206) 816-7799,"Sr. VP, operations",Mike Meredith,,,Mix Plants,
Italgrani Elevator Co.,,7900 Van Buren,St. Louis,MO,63111,(314) 638-1447; (800) 274-1274,President,James Meyer,info@italgraniusa.com,"4,000,000 bus up.",Grain,
"U.S. Durum Milling, Inc.",,7900 Van Buren St.,St. Louis,MO,63111,(314) 638-1447,President,James Meyer,jmeyer@italgraniusa.com,"30,000 cwts.",Specialty Mills,
"U.S. Durum Milling, Inc. (Italgrani Usa, Inc./Richardson International)",,7900 Van Buren St.,St. Louis,MO,63111,(314) 638-1447,President,James Meyer,jmeyer@italgraniusa.com,"30,000 cwts",Specialty Mills,
Cpi,,7940 N. Hayland Ave.,Prosser,NE,68883,(402) 744-2361,,,jyoesel@cpicoop.com,"3,506,000 bus up;",Grain,
Doguet’S Rice Milling Co.,,795 S. Major Dr.,Beaumont,TX,77707,(409) 866-2297,President,Debbie Robbins,aray@doguets.com,"400,000 cwts",Specialty Mills,
Archer Daniels Midland Co.,,7979 S State Line Rd,State Line City,IN,47982,(765) 793-2512,Manager,George Greenwood,,"2,385,858 bus up; 750,00 bus",Grain,
Mennel Grain – C&O (Upper Sandusky),,798 Lincoln Way W.,Upper Sandusky,OH,43351,(410) 294-2179,Operations manager,Tracy Bollinger,graindivision@mennel.com,"1,987,000 bus up.",Grain,
"Ag Processing, Inc.",,800 Diagonal St,Dawson,MN,56232,(612) 769-4386,Plant merchandising manager,Jon Wager,jwager@agp.com,,Specialty Mills,
Farmers Cooperative,,800 Market St. N.E.,Decatur,AL,35601,(256) 308-1718,manager,David Mcgraw,info@woodallgrain.com,"2,331,000 bus up.",Grain,
Temco,,800 N. River St.,Portland,OR,97227,(503) 281-9177,,,,"1,200,000 bus up.",Grain,
"Viterra Usa Grain, Llc",,800 N. Villa Louis Rd.,Prairie du Chien,WI,53821,(608) 326-6111,Manager,Heath Thomas,heath.thomas@gavilon.com,"176,000 bus up",Grain,
"The Andersons, Inc.",,801 S. Reynolds Rd.,Toledo,OH,43615,(800) 433-3287,Operations manager,Chris McCullough,,"1,200,000 bus up.",Grain,
"Riceland Foods, Inc.",,802 E Harrison St,Stuttgart,AR,72160,(870) 349-2254,District Manager,Nick Kelley,riceland@riceland.com,"5,826,000 bus up.",Grain,
Allen Brothers Milling Co.,,804 Gervais St.,Columbia,SC,29201,(803) 779-2460; (800) 692-3584,President,William Allen,info@adluh.com,"1,000 cwts.",Flour mills,
Allen Brothers Milling Co.,,804 Gervais St.,Columbia,SC,29201,(803) 779-2460,President,William Allen,info@adluh.com,"2,000 bus.",Specialty Mills,
Allen Brothers Milling Co.,,804 Gervais St.,Columbia,SC,29201,(803) 779-2460,President,William Allen,info@adluh.com,,Mix Plants,
"Ag Processing, Inc.",,"804 Second Ave., P.O. Box 220",Sheldon,IA,51201,(712) 852-3334,Plant merchandising manager,Wayne Johnson,wjohnson@agp.com,,Specialty Mills,
"Skyland Grain, Llc",,80492 W. Hwy. 54,Pratt,KS,67124,(620) 895-6411,Manager,Todd Dean,contact@skylandgrain.com,"1,700,000 bus up",Grain,
"Riceland Foods, Inc.",,805 N Front,Gillett,AR,72055,(870) 548-2786,District Manager,Nick Kelley,riceland@riceland.com,"864,000 bus up.",Grain,
"Riceland Foods, Inc.",,809 W Front St,Altheimer,AR,72004,(870) 766-8667,District Manager,Nick Kelley,riceland@riceland.com,"1,235,000 bus up.",Grain,
"Bolton'S Crown Quality, Inc.",,"810 Fannin St., P.O. Box 1539",Vernon,TX,76398,(940) 552-9311,COO,Britt Ferguson,brittferguson@yahoo.com,"1,030,000 bus up",Grain,
"Red Wing Grain, Llc",,810 Levee Rd.,Red Wing,MN,55066,(651) 388-0731,manager,Jim Larson,jim@redwinggrain.com,"5,100,000 bus up.",Grain,
Agwrx Cooperative,,811 Burlington Northern Dr.,Watertown,SD,57201,(605) 886-3039,CEO,Lanny Kirsch,,"2,625,000 bus up",Grain,
"Cargill, Incorporated",,812 S. 250 W.,Aylesworth,IN,46341,(219) 996-2500,,,,"996,000 bus up",Grain,
"The Andersons, Inc.",,81244 Rd. 429,Anselmo,NE,68813,(308) 749-2571,"Director,",Adam Weedman,,"2,546,000 bus up",Grain,
Archer Daniels Midland Co.,,814 Uhlhorn Ave.,Evansville,IN,47710,(812) 422-1513,Superintendent,Cj Yeakley,,"2,116,211 bus up.",Grain,
"Cargill, Incorporated",,814 W. Main,Beardstown,IL,62618,(217) 323-3333,,,,"1,490,000 bus up",Grain,
"The Andersons, Inc.",,815 Hwy. 26,Bliss,ID,83314,(208) 352-4411,Operations manager,Doug Larson,,"1,400,000 bus up; 7,500,000",Grain,
"Riceland Foods, Inc.",,815 W. Third St.,Lonoke,AR,72086,(501) 676-6100,Manager,Sherman Taylor,riceland@riceland.com,"4,533,000 bus up.",Grain,
Archer Daniels Midland Co.,,816 N. Halstead,Hutchinson,KS,67504,(620) 663-4811,Manager,Cody Rine,,"6,336,000 bus up",Grain,
P&H Milling Group,,817 - 48th St. E.,Saskatoon,SK,S7K 0X5,(306) 931-1655,Operations manager,Francisco Gardulski,info@phmilling.com,,Specialty Mills,
Parrheim Foods,,817 48th St. E.,Saskatoon,SK,S7K 0X5,(306) 931-1655,GM,Glenn O’ Hara,parrheimsales@phmilling.com,"2,200 cwts.",Specialty Mills,
"Perdue Agribusiness Grain, Llc",,82 Steamboat Landing,Kinsale,VA,22488,(804) 472-3200,Manager,Sterling Lee,sterling.lee@perdue.com,"166,000 bus up",Grain,
Morrow County Grain Growers,,82014 Paterson Ferry Rd.,Irrigon,OR,97844,(541) 922-8221,"Manager, grain department",Duane Disque,duane@mcgg.net,"3,800,000 bus up.",Grain,
"Columbia Grain International,",,8214 138th Ave. N.E.,Crystal,ND,58222,(701) 657-2116,Manager,Larry Mccollum,pdxmerchants@columbiagrain.com,"1,761,000 bus up.",Grain,
Owensboro Grain Co.,,822 E. Second St.,Owensboro,KY,42303,(270) 926-2032; (800) 874-0305,,,,"1,600,000 bus up; 1,600,000 bus fl.",Grain,
Archer Daniels Midland Co.,,822 W. Tinkham,Havana,IL,62644,(309) 543-2267; (800) 322-6839,District Manager,Austin Ramsey,,"178,000 bus up.",Grain,
"Cargill, Incorporated",,830 S. Crescent,Gilman,IL,60938,(815) 265-7251,,,,"10,804,000 bus up.",Grain,
Hansen-Mueller Co.,,8300 High Level Rd.,Houston,TX,77029,(713) 672-8069,,,,"6,649,000 bus up",Grain,
"Lehi Roller Mills, Llc",,"833 E. Main St., P.O. Box 217",Lehi,UT,84043,(801) 768-4401; (877) 311-3566,COO,Brock Knight,customerservice@lehirollermills.com,"1,000 cwts.",Flour mills,
"Lehi Roller Mills, Llc",,"833 E. Main St., P.O. Box 217",Lehi,UT,84043,(801) 768-4401,COO,Brock Knight,customerservice@lehirollermills.com,,Mix Plants,
Archer Daniels Midland Co.,,837 N. Market St.,Hoopeston,IL,60942,(217) 283-5147; (800) 472-4623,Manager,Charlie Smith,,"1,943,000 bus up; 2,400,000 bus fl.",Grain,
"Agrex, Inc.",,83720 553 Ave.,Enola,NE,68701,(402) 454-3366; (800) 523-8181,Merchandiser,Scott Mason,jweidner@agrexinc.com,"2,320,000 bus up; 1,100,000 bus fl.",Grain,
Frontier Cooperative Co.,,840 W. 13th St.,Schuyler,NE,68661,(402) 352-2471,Branch manager,Andy Ziemba,andy.ziemba@frontiercooperative.com,"3,180,000 bus up",Grain,
"Attebury Grain, Inc. (Lakeside)",,8501 S.E.,First Amarillo,TX,79118,(806) 372-4323,,,opsassistant@attebury.com,"5,481,000 bus up",Grain,
Archer Daniels Midland Co.,,8524 Indigo Rd.,St. Cloud,MN,56301,(320) 252-5253,Manager,Mark Joplin,,"3,200,000 bus up.",Grain,
Adm Milling Co.,,854 Bethel Ave,Beech Grove,IN,46107,(317) 783-3321,Operations manager,Tim Maisch,milling@adm.com,"26,400 cwts",Flour mills,
Adm Milling Co.,,"854 Bethel Ave., P.O. Box 610",Beech Grove,IN,46107,(317) 783-3321,Commercial Manager,Andy Spirek,milling@adm.com,"4,400,000 bus up",Grain,
"Cargill, Incorporated",,"858 S.W. Vene, R.R. 3, Box 107",Kingman,KS,67068,(620) 532-2992,Manager,Jeff Neighbors Jr.,,"384,000 bus up",Grain,
Central Valley Ag,,"86288 516th Ave., P.O. Box 316",Orchard,NE,68764,,manager,Jeff Krebs,info@cvacoop.com,"500,000 bus up.",Grain,
"Viterra Usa Grain, Llc",,866 N. 600 E.,Rushville (Glenwood),IN,46173,(765) 304-7000,Manager,Josh Perkins,,"895,000 bus up; 799,000 bus fl",Grain,
"Cargill, Incorporated",,"87087-494th Ave., P.O. Box 724",O'Neill,NE,68763,(402) 336-4010,"Operations Manager, East Grain Region",Tracy Denton,info@cvacoop.com,"6,432,000 bus up.",Grain,
"The Andersons, Inc.",,875 W. Railroad Dr.,Glenns Ferry,ID,83623,(208) 366-2229,Operations manager,Doug Larson,,"524,000 bus up.",Grain,
"Columbia Grain International, Llc",,883 Mountain View Rd.,Carter,MT,59420,(406) 734-5336,Area Manager,Greg Smith,pdxmerchants@columbiagrain.com,"1,196,000 bus up.",Grain,
Zen-Noh Grain Corp.,,8886 LA 44,Convent,LA,70723,(225) 562-3571,,,,"4,000,000 bus up.",Grain,
Consolidated Grain & Barge Co.,,8902 Trulock Bay Rd.,Sherrill,AR,72152,(870) 535-3335,Regional Manager,Jason Herr,,"4,687,000 bus up.",Grain,
Consolidated Grain & Barge Co.,,896 S. Walker St.,West Memphis,AR,72301,(870) 735-3330,Regional Manager,Murray Schwieger,,"964,000 bus up.",Grain,
Grain Craft,,900 16th St. N.,Great Falls,MT,59401,(406) 727-7366,Plant Manager,Monte Thompson,,"1,000,000 bus up; 500,000 bus fl.",Grain,
"Cargill, Incorporated",,"900 Catlett St., P.O. Box 267",Hickman,KY,42050,(270) 236-9000,,,zack@hop-elevator.com,"2,494,000 bus up. Svc: Automat",Grain,
"Chs, Inc.",,"900 E. Columbia Dr., P.O. Box 6267",Kennewick,WA,99336,(509) 586-1128,Manager,Dennis Spangler,,"1,100,000 bus up; 4,100,000 bus fl.",Grain,
"Ag Processing, Inc.",,"900 Lower Lake Rd., P.O. Box 427",St. Joseph,MO,64502,(816) 238-1700,Plant merchandising manager,Reggie Kock,rkock@agp.com,,Specialty Mills,
Landus Cooperative,,900 W. First St.,Ida Grove,IA,51445,(712) 364-3013,Regional manager,Randy Main,,"4,956,000 bus up; 976,000 bus fl.",Grain,
"Premier Cooperative, Inc.",,901 N. Plum St.,Farmer City,IL,61842,(309) 928-2185,,,,"4,270,636 bus up; 917,364 bus fl.",Grain,
Grain Craft,,901 W. 16th St. N.,Great Falls,MT,59401,(406) 727-7366,Plant manager,Travis Devlin,,"7,500 cwts",Flour mills,
Farmers Cooperative Elevator,,9011 N. A St.,Wellington,KS,67152,(620) 326-7496; (800) 993-7280,,,curt@wellingtoncoop.com,"2,108,000 bus up.",Grain,
Agtegra Cooperative,,902 Railway Ave.,Alpena,SD,57312,(605) 849-3252,Regional manager,Jack Nelson,,"2,170,000 bus up.",Grain,
"Attebury Grain, Inc.",,902 W.,Broadway Brownfield,TX,79316,,,,,"3,623,000 bus up",Grain,
"The Andersons, Inc.",,904 Verona Lane,Newellton,LA,71357,(318) 467-5147,Operations manager,T-Bone Ellis,,"686,000 bus up",Grain,
Ardent Mills,,905 W. Marion St.,Lake City,MN,55041,(651) 345-3351,Plant manager,Seth Beyer,seth.beyer@ardentmills.com,"868,000 bus up",Grain,
Ardent Mills,,905 W. Marion St.,Lake City,MN,55041,(651) 345-3351,Plant manager,Seth Beyer,seth.beyer@ardentmills.com,"16,000 cwts",Flour mills,
"West Plains, Llc",,9155 RL Ostos Rd.,Brownsville,TX,78521,(225) 439-8173,Regional manager,Blake Ducote,,"3,000,000 bus up.",Grain,
"Mid-Columbia Producers, Inc.",,91589 Bargeway,Biggs,OR,97065,(541) 739-2400,,,,"1,799,000 bus up.",Grain,
Archer Daniels Midland Co.,,9179 W. State Rd. 14,Rensselaer,IN,47978,(219) 866-8244,Manager,George Greenwood,,"4,320,000 bus up.",Grain,
"Riceland Foods, Inc.",,918 New Madrid County Port,AuthorityMarston,MO,63866,(573) 643-2241,Manager,Kevin Lyons,riceland@riceland.com,"2,807,000 bus up",Grain,
"Riceland Foods, Inc.",,918 New Madrid County Port,Authority Marston,MO,63866,(573) 643-2241,Manager,Kevin Lyons,riceland@riceland.com,"341,000 bus up",Grain,
"New Cooperative, Inc.",,92 First Ave. E.,Knierim,IA,50552,(515) 463-2331,Manager,Lukis Anderson,knierim@newcoop.com,"2,062,000 bus up; 2,998,000 bus fl.",Grain,
"Cargill, Incorporated",,"920 E. U.S. Hwy. 36, P.O. Box 230",Tuscola,IL,61953,(217) 253-3389,,,,"7,942,000 bus up.",Grain,
Aurora Cooperative Elevator Co.,,920 Shady Bend Rd.,Grand Island,NE,68801,(308) 384-2323,,,,"1,200,000 bus up",Grain,
The Scoular Company,,925 Factory St.,Fremont,NE,68025,(888) 950-0083,Asset Trade Unit Manager,Landon Cousins,information@scoular.com,"2,080,746 bus up; 2,440,913 bus fl.",Grain,
"Cargill, Incorporated",,933 River Rd.,Westwego,LA,70094,(504) 436-5800,,,,"4,733,000 bus up.",Grain,
Ardent Mills,,9345 Hwy. 127,Fairmount,ND,58030,(701) 474-5414,Plant Manager,Don Niblock,don.niblock@ardentmills.com,"305,000 bus up.",Grain,
Ardent Mills,,9345 Hwy. 127,Fairmount,ND,58030,(701) 474-5414,Plant manager,Don Niblock,don.niblock@ardentmills.com,"7,600 cwts",Flour mills,
"Cargill, Incorporated",,935 S 4th St W,Cheyenne Wells,CO,80810,(719) 767-5625,,,,"3,248,000 bus up.",Grain,
Farmers Cooperative,,940 Calvert St.,Lincoln,NE,68542,(402) 423-8977,Branch Manager,Craig Beguin,avavra@farmersco-operative.com,"4,400,000 bus up; 2,000,000 bus fl.",Grain,
"Bartlett Grain Company, Lp",,940 Kindleberger Rd.,Kansas City,KS,66115,(913) 321-1696,Origination manager,Rod Schlatter,r.schlatter@bartlettco.com,"10,031,000 bus up",Grain,
"Premier Cooperative, Inc.",,949 CR 700 N,Tolono,IL,61880,(217) 485-3133,Regional Operations Manager,Josh Likeric,,"2,200,000 bus up; 1,125,000 bus fl.",Grain,
Ardent Mills,,95 33rd St. E.,Saskatoon,SK,S7K 0R8,(306) 665-7200,Plant manager,Erica Porter,erica.porter@ardentmills.com,"6,700 cwts",Specialty Mills,
Ardent Mills,,95 33rd St. E.,Saskatoon,SK,S7K 0R8,(306) 665-7200,Plant manager,Erica Porter,erica.porter@ardentmills.com,,Mix Plants,
Adm Milling Co.,,950 rue Mill,Montreal,QC,H3C 1Y4,(514) 846-8500,Commercial manager,Sophie Kut,milling@adm.com,"4,400 cwts",Specialty Mills,
"French Camp Grain Elevators, Llc",,"9504 S. Harlan Rd., P.O. Box 97",French Camp,CA,95231,(209) 982-1121,Manager,Jack Grunsky,jack@frenchcampgrain.com,"1,000,000 bus up; 300,000 bus fl.",Grain,
Archer Daniels Midland Co.,,9521 W. S.R. 662,Newburgh,IN,47630,(812) 853-2986,Superintendent,Cj Yeakley,,"2,486,691 bus up.",Grain,
"Louis Dreyfus Company, Llc",,"955 Alaskan Way W., Pier 86",Seattle,WA,98119,(206) 284-4851,Superintendent,Mitch Hutchinson,,"4,200,000 bus up",Grain,
Corbion,,96 E. Union Ave.,East Rutherford,NJ,7073,(201) 672-0510,,,milling@corbion.com,,Mix Plants,
"Cofco International Grains Usa, Llc",,960 E. Bay St.,Milwaukee,WI,53207,(414) 482-1900,,,,"3,263,000 bus up",Grain,
Mennel Grain – Foraker,,9603 CR 89,Alger,OH,45812,(419) 675-2655,"Director, grain operations",Mike MaGinn,graindivision@mennel.com,"880,000 bus up",Grain,
"Nunn Milling Co., Inc.",,9634 Hedden Rd.,Evansville,IN,47725,(812) 867-4500,Branch manager,Richard Nunn,,700 cwts,Flour mills,
"Nunn Milling Co., Inc.",,9634 Hedden Rd.,Evansville,IN,47725,(812) 867-4500,Branch manager,Richard Nunn,,"less than 12,000 bus.",Specialty Mills,
Cooperative Elevator Co.,,969 E. Pine St.,Sebewaing,MI,48759,(989) 883-3030,,,info@coopelev.com,"400,000 bus up.",Grain,
